street_name,city,state,latitude,longitude,price,bedroom_number,bathroom_number,square_meter,population
E Alameda Avenue  Unit 204,Aurora,CO,39.71142,-104.85914,335000,2,2,126,"379,434"
Newark Street  Unit D,Aurora,CO,39.71719,-104.85337,285000,3,2,108,"379,434"
S Kalispell Way  Unit 104,Aurora,CO,39.708504,-104.80211,239900,2,2,91,"379,434"
Cornish Way,Denver,CO,39.77637,-104.8301,430000,3,3,164,"2,709,398"
E Alaska Place  Unit 8,Aurora,CO,39.707874,-104.79912,249000,2,1,85,"379,434"
E 1st Drive  Unit C1,Aurora,CO,39.718826,-104.82019,240000,2,2,93,"379,434"
E 2nd Avenue  Unit 201g,Aurora,CO,39.718693,-104.815155,209000,2,2,91,"379,434"
S Ivy Way  Unit B7,Centennial,CO,39.594803,-104.92129,358000,2,2,108,"111,331"
S Ivy Street  Unit A7,Centennial,CO,39.593597,-104.9201,345000,2,2,93,"111,331"
Sable Boulevard  Unit 801,Aurora,CO,39.749584,-104.82075,150000,1,1,57,"379,434"
E 1st Drive  Unit C1,Aurora,CO,39.71892,-104.82052,299900,2,2,93,"379,434"
E 1st Drive  Unit B8,Aurora,CO,39.71892,-104.82052,235000,2,2,96,"379,434"
S Sable Boulevard  Unit R27,Aurora,CO,39.71379,-104.82025,260000,2,2,96,"379,434"
E Alaska Place  Unit 11,Aurora,CO,39.707874,-104.79912,190000,1,1,56,"379,434"
E 2nd Avenue  Unit 202f,Aurora,CO,39.71939,-104.8157,250000,2,2,91,"379,434"
E 1st Drive  Unit A03,Aurora,CO,39.7177,-104.82124,189900,1,1,70,"379,434"
E Louisiana Drive  Unit A,Aurora,CO,39.69338,-104.81229,385000,3,3,219,"379,434"
Sable Boulevard  Unit 708,Aurora,CO,39.749035,-104.82052,220000,2,1,87,"379,434"
S Dearborn Way  Unit 13,Aurora,CO,39.699993,-104.81709,214500,1,1,81,"379,434"
E Tennessee Circle  Unit 103,Aurora,CO,39.699093,-104.84326,315000,2,2,89,"379,434"
E Tennessee Avenue  Unit 206,Aurora,CO,39.69862,-104.82151,339000,2,2,103,"379,434"
Havana Street  Unit 502,Aurora,CO,39.743107,-104.86612,189000,2,1,102,"379,434"
E Tennessee Drive  Unit 123,Aurora,CO,39.699226,-104.81676,195000,2,1,83,"379,434"
E 2nd Avenue  Unit 107e,Aurora,CO,39.719105,-104.81618,174900,1,1,68,"379,434"
Newark Street  Unit A,Aurora,CO,39.7167,-104.85361,285000,3,2,105,"379,434"
E Tennessee Avenue  Unit 106,Aurora,CO,39.69894,-104.82182,335000,2,2,97,"379,434"
W 55th Avenue,Arvada,CO,39.79728,-105.084076,525000,2,3,126,"120,229"
S Dearborn Way  Unit 10,Aurora,CO,39.698906,-104.817276,249900,2,2,91,"379,434"
E Tennessee Avenue  Unit 301,Aurora,CO,39.698963,-104.82027,383000,2,2,105,"379,434"
S Ironton Street  Unit 423,Aurora,CO,39.709526,-104.86348,259000,3,2,110,"379,434"
E Tennessee Avenue  Unit 201,Aurora,CO,39.69894,-104.82182,350000,2,2,107,"379,434"
E Kepner Place,Aurora,CO,39.700943,-104.84569,230000,2,1,76,"379,434"
E 14th Avenue  Unit 302,Aurora,CO,39.73916,-104.8457,135000,1,1,62,"379,434"
Geneva Street  Unit 100,Aurora,CO,39.724834,-104.86854,178900,2,2,75,"379,434"
Barbara Ann Drive  Unit B,Arvada,CO,39.806522,-105.08577,275000,2,2,84,"120,229"
Red Lodge Drive  Unit 2,Evergreen,CO,39.692997,-105.35398,625000,2,2,155,"9,475"
Black Eagle Drive  Unit 203,Evergreen,CO,39.693405,-105.35324,579000,2,2,119,"9,475"
Garrison Street  Unit 103a,Wheat Ridge,CO,39.787643,-105.102325,325000,2,1,68,"31,889"
Black Eagle Drive  Unit 203,Evergreen,CO,39.69308,-105.35461,649900,3,3,129,"9,475"
Barbara Ann Drive  Unit A,Arvada,CO,39.806522,-105.08577,355000,3,2,126,"120,229"
S Eagle Circle  Unit A,Aurora,CO,39.694942,-104.81631,229900,2,1,75,"379,434"
S Dawson Way  Unit 3,Aurora,CO,39.700615,-104.81885,180000,1,1,68,"379,434"
E Tennessee Circle  Unit 301,Aurora,CO,39.699097,-104.84327,315000,2,2,111,"379,434"
S Ironton Street  Unit 410,Aurora,CO,39.709183,-104.863014,205646,1,1,65,"379,434"
E Louisiana Drive  Unit A,Aurora,CO,39.69395,-104.8129,410000,4,3,219,"379,434"
S Peoria Street,Aurora,CO,39.700645,-104.84621,179900,1,1,61,"379,434"
E Kepner Place,Aurora,CO,39.701332,-104.84653,170000,2,1,76,"379,434"
Quail Street,Wheat Ridge,CO,39.777824,-105.12436,550000,3,2,172,"31,889"
N Harris St APT 120,Breckenridge,CO,39.48314,-106.043175,980000,2,2,98,"5,435"
Atlantic Lode Rd UNIT 1,Breckenridge,CO,39.469894,-106.01791,745000,2,2,75,"5,435"
High Tor Rd APT 9,Breckenridge,CO,39.533375,-106.03989,725000,2,2,97,"5,435"
Ski Hill Rd #38,Breckenridge,CO,39.48247,-106.049545,949000,2,2,90,"5,435"
Range Rd UNIT 3,Blue River,CO,39.394054,-106.04989,649000,2,2,105,918
Village Rd #13140,Breckenridge,CO,39.47458,-106.05047,750000,1,1,67,"5,435"
Garrison Street  Unit 205g,Wheat Ridge,CO,39.78723,-105.1013,310000,2,1,80,"31,889"
Garrison Street  Unit 205g,Wheat Ridge,CO,39.787647,-105.10234,300000,2,1,80,"31,889"
W 49th Avenue  Unit 209,Wheat Ridge,CO,39.78536,-105.10171,289000,2,3,93,"31,889"
W 36th Avenue  Unit 1,Denver,CO,39.76636,-105.051155,375000,1,1,54,"2,709,398"
Illinois Gulch Rd UNIT 110,Blue River,CO,39.46724,-106.021996,500000,1,1,53,918
S Main St #26,Breckenridge,CO,39.474686,-106.04203,789000,1,1,66,"5,435"
Snowberry Ln APT 109,Breckenridge,CO,39.474777,-106.04516,749000,1,2,70,"5,435"
Four Oclock Rd #108,Breckenridge,CO,39.47851,-106.05369,689900,1,1,56,"5,435"
Ura Lane  Unit 2-305,Thornton,CO,39.88269,-105.01485,150000,1,1,56,"144,186"
Village Rd #21200,Breckenridge,CO,39.474834,-106.05018,750000,1,1,67,"5,435"
Ura Lane  Unit 8-101,Thornton,CO,39.88269,-105.01485,189900,2,2,85,"144,186"
S Park Ave #503,Breckenridge,CO,39.476807,-106.04646,919000,1,2,87,"5,435"
Ski Hill Rd #A-48,Breckenridge,CO,39.48249,-106.05892,734000,2,2,72,"5,435"
Huron Street  Unit 3-102,Thornton,CO,39.85407,-104.997086,270000,2,1,77,"144,186"
Huron Street  Unit 6-106,Thornton,CO,39.85407,-104.997086,208000,1,1,52,"144,186"
Fox Drive  Unit 3-102,Thornton,CO,39.85876,-104.99527,320000,2,2,108,"144,186"
Yarrow Street  Unit C,Arvada,CO,39.8062,-105.08479,255000,2,1,84,"120,229"
Huron Street  Unit 10-102,Thornton,CO,39.85407,-104.997086,260000,2,1,77,"144,186"
Federal Blvd UNIT 103,Westminster,CO,39.858284,-105.026024,339000,2,2,105,"114,832"
Syracuse Street  Unit 110,Denver,CO,39.75611,-104.89857,375000,2,1,76,"2,709,398"
E 11th Avenue  Unit 3a,Denver,CO,39.733604,-104.89383,400000,2,2,108,"2,709,398"
Yosemite Street  Unit 104,Denver,CO,39.735123,-104.88426,128000,1,1,58,"2,709,398"
Tower Road  Unit 2311,Denver,CO,39.8021,-104.77096,300000,1,1,102,"2,709,398"
E 24th Place  Unit 101,Denver,CO,39.751797,-104.883934,499000,2,3,126,"2,709,398"
Pelican Cir UNIT 1908,Breckenridge,CO,39.539307,-106.03449,875000,2,2,93,"5,435"
E Ohio Avenue  Unit 103,Aurora,CO,39.70385,-104.779396,275000,3,2,109,"379,434"
S Walden Street  Unit 201,Aurora,CO,39.702705,-104.77372,197500,1,1,68,"379,434"
S Walden Street  Unit 207,Aurora,CO,39.702705,-104.77372,200000,1,1,68,"379,434"
S Zeno Way  Unit 105,Aurora,CO,39.704044,-104.77278,240000,2,2,91,"379,434"
E 23rd Avenue  Unit 903,Denver,CO,39.75168,-104.89775,450000,2,2,90,"2,709,398"
Broken Lance Dr #B-101,Breckenridge,CO,39.4718,-106.04392,850000,1,1,87,"5,435"
E Ohio Avenue  Unit 202,Aurora,CO,39.70407,-104.778305,265000,3,2,109,"379,434"
S Cathay Court  Unit 101,Aurora,CO,39.692703,-104.766396,234995,1,1,68,"379,434"
E Tennessee Drive  Unit 103,Aurora,CO,39.696945,-104.78947,209999,1,1,52,"379,434"
S Walden Street  Unit 203,Aurora,CO,39.704327,-104.77478,294900,2,2,95,"379,434"
E Arizona Avenue  Unit 105,Aurora,CO,39.694115,-104.8079,260000,2,2,97,"379,434"
E Arizona Avenue  Unit 304,Aurora,CO,39.694088,-104.80931,290000,2,2,116,"379,434"
S Danube Way  Unit 102,Aurora,CO,39.6926,-104.763596,324900,2,2,84,"379,434"
E Kepner Place  Unit 102,Aurora,CO,39.702854,-104.77314,285000,2,2,95,"379,434"
S Walden Way  Unit 155,Aurora,CO,39.69805,-104.77478,335000,2,2,96,"379,434"
S Cathay Court  Unit 105,Aurora,CO,39.692177,-104.76562,185000,1,1,59,"379,434"
W 111th Drive  Unit A,Westminster,CO,39.89815,-105.03504,639900,2,3,232,"114,832"
W 86th Avenue  Unit 16,Westminster,CO,39.852654,-105.021194,220000,1,1,82,"114,832"
W 107th Place  Unit A,Westminster,CO,39.890896,-105.02556,395000,3,2,122,"114,832"
Bannock Circle  Unit D,Westminster,CO,39.91765,-104.98988,360000,3,3,188,"114,832"
Melody Dr UNIT 201,Westminster,CO,39.91655,-104.995094,209000,2,2,84,"114,832"
W 86th Avenue  Unit 13,Westminster,CO,39.852654,-105.021194,287973,2,1,93,"114,832"
W 86th Avenue  Unit 9,Westminster,CO,39.852654,-105.021194,215000,1,1,82,"114,832"
W 107th Place  Unit F,Westminster,CO,39.88878,-105.025566,250000,1,1,51,"114,832"
Decatur Street  Unit 8d,Westminster,CO,39.907043,-105.02083,420000,2,2,189,"114,832"
W 82nd Place  Unit 3b,Westminster,CO,39.84564,-105.016,335000,2,2,103,"114,832"
Bannock Street  Unit D,Westminster,CO,39.916706,-104.99209,300000,3,3,124,"114,832"
W 112th Avenue  Unit C,Westminster,CO,39.900314,-105.00233,317000,2,2,95,"114,832"
Huron Street  Unit 302,Westminster,CO,39.916203,-104.99595,199000,2,1,84,"114,832"
Melody Drive  Unit 101,Westminster,CO,39.918438,-104.99406,243500,2,1,86,"114,832"
E 5th Drive  Unit 103,Aurora,CO,39.72544,-104.714355,332000,2,2,99,"379,434"
W Jewell Avenue  Unit A,Lakewood,CO,39.68105,-105.107895,450000,2,2,128,"155,733"
Ralston St UNIT I,Boulder,CO,40.06583,-105.28546,172540,2,2,82,"122,549"
Laramie Blvd UNIT I,Boulder,CO,40.066402,-105.28577,539000,1,1,78,"122,549"
W Jewell Avenue  Unit 301,Lakewood,CO,39.681725,-105.11542,415000,2,2,118,"155,733"
Ralston St UNIT B,Boulder,CO,40.06583,-105.28546,175071,2,2,87,"122,549"
W Florida Avenue  Unit 10a,Lakewood,CO,39.69069,-105.07848,179000,1,1,49,"155,733"
Decatur Street  Unit 117,Westminster,CO,39.85021,-105.02147,200000,1,1,82,"114,832"
W 112th Avenue  Unit C,Westminster,CO,39.90031,-105.00118,395000,2,3,137,"114,832"
Huron Street  Unit 1009,Northglenn,CO,39.897877,-104.99734,299000,1,1,83,"39,201"
W 112th Avenue  Unit D,Westminster,CO,39.900097,-104.99995,349950,3,2,106,"114,832"
Bannock Circle  Unit B,Westminster,CO,39.917328,-104.98964,345000,2,3,118,"114,832"
Clay Street  Unit 404,Westminster,CO,39.853127,-105.02122,285000,2,2,93,"114,832"
W 82nd Place  Unit 1h,Westminster,CO,39.845947,-105.01585,300000,2,2,97,"114,832"
Xavier Drive  Unit 7102,Westminster,CO,39.902462,-105.05158,430000,2,2,132,"114,832"
W 107th Place  Unit D,Westminster,CO,39.888294,-105.02648,429000,4,1,111,"114,832"
W Evans Avenue  Unit 2b,Lakewood,CO,39.677097,-105.11891,285000,1,1,71,"155,733"
S Ammons Street  Unit 23-4,Lakewood,CO,39.655853,-105.08858,375000,3,3,123,"155,733"
S Sheridan Boulevard  Unit 20,Lakewood,CO,39.669712,-105.05351,185000,2,1,79,"155,733"
S Sheridan Boulevard  Unit 3,Lakewood,CO,39.669712,-105.05351,200000,2,1,79,"155,733"
W 86th Avenue  Unit 192,Westminster,CO,39.851852,-105.02191,287000,3,2,108,"114,832"
W Girton Drive  Unit 203,Lakewood,CO,39.65451,-105.11375,399000,2,2,121,"155,733"
Decatur Street  Unit 254,Westminster,CO,39.85384,-105.022095,260000,2,1,93,"114,832"
S Sheridan Blvd UNIT 4,Lakewood,CO,39.670616,-105.053635,220000,2,1,79,"155,733"
S Miller Street  Unit 201,Lakewood,CO,39.6982,-105.1151,275000,2,1,77,"155,733"
S Ammons Street  Unit 204,Lakewood,CO,39.65787,-105.086525,359900,2,2,109,"155,733"
W Evans Avenue  Unit 1c,Lakewood,CO,39.677097,-105.11891,283000,1,1,71,"155,733"
W Hampden Avenue  Unit C24,Denver,CO,39.653988,-105.06265,197000,1,1,57,"2,709,398"
W Hampden Avenue  Unit 18,Denver,CO,39.65453,-105.06292,285000,2,1,77,"2,709,398"
W Hampden Avenue  Unit I6,Denver,CO,39.65453,-105.06292,220000,2,1,77,"2,709,398"
Boulder Circle  Unit 202,Broomfield,CO,39.943558,-105.03157,380000,2,2,97,"69,444"
S Ammons Street  Unit 9-102,Lakewood,CO,39.654743,-105.08444,340000,2,2,102,"155,733"
W Asbury Place  Unit 204,Lakewood,CO,39.679173,-105.058174,325000,2,2,70,"155,733"
W Asbury Place  Unit 302,Lakewood,CO,39.680023,-105.058235,329900,2,2,97,"155,733"
S Ammons Street  Unit 101,Lakewood,CO,39.65719,-105.08564,350000,2,1,90,"155,733"
W Eastman Place  Unit 105,Lakewood,CO,39.65909,-105.08345,365000,2,2,85,"155,733"
W Hampden Avenue  Unit 9,Lakewood,CO,39.65453,-105.06292,190000,2,1,77,"155,733"
San Jose Ave APT 7C,El Paso,TX,31.786713,-106.46717,139999,2,2,86,"798,217"
Waterside Lane  Unit P3,Broomfield,CO,39.95618,-105.017395,435000,2,2,200,"69,444"
Sun Blaze Loop  Unit G,Broomfield,CO,39.953377,-105.03396,505000,2,2,159,"69,444"
S Winnipeg Circle  Unit 103,Aurora,CO,39.59374,-104.72098,369950,2,2,100,"379,434"
E Ontario Drive  Unit 104,Aurora,CO,39.592995,-104.72601,365000,2,2,101,"379,434"
S Parker Road  Unit 249,Denver,CO,39.69463,-104.893425,170000,1,1,58,"2,709,398"
E Harvard Avenue  Unit 406,Denver,CO,39.673172,-104.87364,244900,2,2,106,"2,709,398"
S Parker Road  Unit 331,Denver,CO,39.695614,-104.89364,165000,1,1,58,"2,709,398"
S Parker Road  Unit 264,Denver,CO,39.69418,-104.89343,150000,1,1,56,"2,709,398"
S Elmira Street  Unit 14,Denver,CO,39.66506,-104.87241,545000,3,2,184,"2,709,398"
S Monaco Parkway  Unit 11,Denver,CO,39.69252,-104.91219,340000,1,2,89,"2,709,398"
S Wenatchee Way  Unit D,Aurora,CO,39.587456,-104.72178,440000,2,2,115,"379,434"
S Monaco Parkway  Unit 11,Denver,CO,39.69252,-104.91219,345000,1,2,89,"2,709,398"
E Fremont Avenue  Unit 11,Aurora,CO,39.58428,-104.797035,399000,2,2,132,"379,434"
E Ontario Drive  Unit 202,Aurora,CO,39.59345,-104.724464,400000,2,2,129,"379,434"
N Pine Drive  Unit 9,Parker,CO,39.520744,-104.75687,305000,2,2,78,"55,460"
E Fremont Avenue  Unit 7,Aurora,CO,39.58384,-104.798485,365000,2,2,116,"379,434"
S Addison Way  Unit 30-C,Aurora,CO,39.611717,-104.71291,500000,3,2,228,"379,434"
E Ontario Drive  Unit 102,Aurora,CO,39.59345,-104.724464,420000,3,2,129,"379,434"
E Ontario Drive  Unit 102,Aurora,CO,39.59411,-104.7241,400000,2,2,129,"379,434"
Bluffmont Lane,Lone Tree,CO,39.530724,-104.88401,610000,2,3,175,"13,381"
Meredith Court,Lone Tree,CO,39.54513,-104.89278,492500,2,3,161,"13,381"
Park Meadows Drive  Unit 1104,Lone Tree,CO,39.55006,-104.87113,349000,1,2,91,"13,381"
E Ida Drive  Unit B,Aurora,CO,39.610394,-104.7081,430990,2,3,134,"379,434"
W 64th Lane  Unit 204,Arvada,CO,39.812965,-105.17074,425000,2,2,119,"120,229"
W 64th Lane  Unit 108,Arvada,CO,39.813457,-105.171394,425000,3,2,121,"120,229"
W 66th Drive  Unit B,Arvada,CO,39.816044,-105.172874,595000,3,3,170,"120,229"
W 64th Lane  Unit 302,Arvada,CO,39.81298,-105.17142,395000,2,2,123,"120,229"
S Gaylord Street  Unit B17,Centennial,CO,39.586823,-104.962,300000,2,1,96,"111,331"
E Otero Place  Unit 2,Centennial,CO,39.5696,-104.95782,354999,2,2,91,"111,331"
N Stanton St #JT3,El Paso,TX,31.803606,-106.50525,154000,2,2,118,"798,217"
N Stanton St #A403,El Paso,TX,31.803606,-106.50525,146000,3,2,131,"798,217"
S Independence Circle  Unit 102,Littleton,CO,39.565056,-105.10507,410000,2,2,113,"46,208"
E Fremont Avenue  Unit X02,Centennial,CO,39.58771,-104.961235,289000,2,2,94,"111,331"
S Gaylord Street  Unit M1,Centennial,CO,39.58824,-104.962234,350000,2,2,94,"111,331"
S Gaylord Street  Unit H03,Centennial,CO,39.58787,-104.9627,325000,2,2,119,"111,331"
S Holland Lane  Unit 207,Littleton,CO,39.56225,-105.10398,420000,2,2,117,"46,208"
S Upham Way  Unit B103,Littleton,CO,39.564507,-105.0802,315000,2,2,85,"46,208"
S Upham Way  Unit F33,Littleton,CO,39.56409,-105.080635,360000,2,2,98,"46,208"
S Upham Way  Unit H72,Littleton,CO,39.563736,-105.08116,325000,2,1,89,"46,208"
W Coco Circle  Unit 305,Littleton,CO,39.565933,-105.10692,425000,2,2,105,"46,208"
E Water Drive  Unit E,Aurora,CO,39.670155,-104.76828,295000,2,1,96,"379,434"
S Flanders Way  Unit C,Aurora,CO,39.67977,-104.759125,449000,2,2,134,"379,434"
Rockhurst Street  Unit 311,Highlands Ranch,CO,39.54559,-104.9988,407000,2,2,97,"107,017"
Rockhurst Drive  Unit 206,Littleton,CO,39.544434,-105.00243,424900,2,2,93,"46,208"
Rockhurst Street  Unit 408,Highlands Ranch,CO,39.54559,-104.9988,400000,2,2,93,"107,017"
S Bahama Circle  Unit C,Aurora,CO,39.670017,-104.770325,329000,2,2,92,"379,434"
E Atlantic Drive  Unit C,Aurora,CO,39.680874,-104.75709,459000,2,2,150,"379,434"
Rockhurst Drive  Unit 305,Littleton,CO,39.54372,-105.00141,425000,2,2,93,"46,208"
Primo Road  Unit 206,Littleton,CO,39.564415,-105.0153,450000,1,2,103,"46,208"
E Water Drive  Unit C,Aurora,CO,39.670387,-104.76897,320000,2,2,92,"379,434"
E Warren Circle  Unit B-203,Aurora,CO,39.680996,-104.77148,315000,2,2,101,"379,434"
E Warren Circle  Unit D-206,Aurora,CO,39.681557,-104.77042,389900,2,2,94,"379,434"
Grant Circle W  Unit B,Thornton,CO,39.9306,-104.984344,429000,2,3,114,"144,186"
E Warren Drive  Unit 203,Aurora,CO,39.681694,-104.76855,325000,2,2,101,"379,434"
E Warren Circle  Unit E-108,Aurora,CO,39.681564,-104.769356,260000,1,1,79,"379,434"
Grant Circle  Unit C,Thornton,CO,39.930744,-104.983246,459000,2,2,111,"144,186"
E Water Drive  Unit A,Aurora,CO,39.670387,-104.76897,325000,2,2,102,"379,434"
E Warren Circle  Unit 108,Aurora,CO,39.680756,-104.77023,315000,2,1,94,"379,434"
E Colorado Drive  Unit 102,Aurora,CO,39.68421,-104.82262,268000,2,2,88,"379,434"
E Warren Circle  Unit B-302,Aurora,CO,39.680996,-104.77148,330000,2,2,119,"379,434"
Grant Circle W  Unit C,Thornton,CO,39.931324,-104.98376,400000,2,2,110,"144,186"
E Warren Drive  Unit H-101,Aurora,CO,39.68151,-104.766914,315000,2,1,94,"379,434"
S Flanders Way  Unit B,Aurora,CO,39.67984,-104.75769,500000,2,2,151,"379,434"
S Flanders Way  Unit B,Aurora,CO,39.680103,-104.75754,460000,2,2,151,"379,434"
Grant Cirw #C,Thornton,CO,39.934628,-104.9864,389900,2,2,99,"144,186"
E Water Drive  Unit B,Aurora,CO,39.670208,-104.76822,320000,2,2,102,"379,434"
S Buckley Road  Unit 102,Aurora,CO,39.675728,-104.791595,180000,2,1,66,"379,434"
Canyon Gulch Lane  Unit 307,Englewood,CO,39.56209,-104.80985,340000,2,2,99,"34,840"
Mayfair Street  Unit F,Englewood,CO,39.53791,-104.84009,390000,2,2,108,"34,840"
S Blackhawk Street  Unit 3108,Englewood,CO,39.582813,-104.82193,347500,2,2,109,"34,840"
E Jamison Drive  Unit 203,Englewood,CO,39.57777,-104.8053,359000,2,2,96,"34,840"
S Blackhawk Street  Unit 2204,Englewood,CO,39.582832,-104.821335,339000,2,1,88,"34,840"
E Jamison Drive  Unit 2308,Englewood,CO,39.57777,-104.8053,349900,3,2,120,"34,840"
E Jamison Drive  Unit 103,Englewood,CO,39.57777,-104.8053,390500,2,2,117,"34,840"
E Jamison Drive  Unit 108,Englewood,CO,39.57777,-104.8053,422500,3,2,144,"34,840"
E Jamison Drive  Unit 101,Englewood,CO,39.57777,-104.8053,387500,3,2,144,"34,840"
E Jamison Drive  Unit 308,Englewood,CO,39.57777,-104.8053,442650,3,2,144,"34,840"
E Jamison Drive  Unit 304,Englewood,CO,39.57777,-104.8053,419250,3,2,144,"34,840"
E Jamison Drive  Unit 104,Englewood,CO,39.57777,-104.8053,415500,3,2,144,"34,840"
E Jamison Drive  Unit 106,Englewood,CO,39.57777,-104.8053,360400,2,2,117,"34,840"
E Jamison Drive  Unit 204,Englewood,CO,39.57777,-104.8053,373750,3,2,144,"34,840"
E Jamison Drive  Unit 302,Englewood,CO,39.57777,-104.8053,355000,2,2,117,"34,840"
Oakwood Drive  Unit E201,Castle Rock,CO,39.38528,-104.857124,310000,2,2,93,"65,176"
E 104th Avenue  Unit 5e,Thornton,CO,39.8859,-104.94957,425000,3,3,161,"144,186"
Black Feather Loop APT 603,Castle Rock,CO,39.400352,-104.85789,340000,2,2,99,"65,176"
Olympia Circle  Unit 203,Castle Rock,CO,39.356773,-104.845604,399900,3,2,137,"65,176"
Bellaire Street  Unit C,Thornton,CO,39.912006,-104.93967,255000,1,1,71,"144,186"
W 80th Place  Unit 7,Arvada,CO,39.84254,-105.05801,299000,2,1,78,"120,229"
W 80th Place  Unit 45,Arvada,CO,39.84248,-105.05864,310000,2,2,102,"120,229"
Xavier Circle  Unit 1,Westminster,CO,39.81814,-105.050545,400000,2,2,179,"114,832"
S Ames Street  Unit 205,Denver,CO,39.709866,-105.054886,245000,2,2,88,"2,709,398"
E 104th Place  Unit C,Commerce City,CO,39.886597,-104.77926,370000,3,3,128,"55,891"
S Vance Street  Unit F,Lakewood,CO,39.70344,-105.078354,349000,1,1,69,"155,733"
W Cedar Place,Lakewood,CO,39.713207,-105.07121,185000,2,1,67,"155,733"
W 76th Avenue  Unit 614,Arvada,CO,39.835205,-105.05565,310000,2,2,94,"120,229"
S Ames Street  Unit F308,Lakewood,CO,39.709866,-105.054886,290000,2,2,88,"155,733"
W Alaska Drive  Unit B,Lakewood,CO,39.709015,-105.07568,420000,1,1,95,"155,733"
W 80th Place  Unit 18,Arvada,CO,39.84254,-105.05801,299900,2,2,102,"120,229"
S Ames Street  Unit 9,Lakewood,CO,39.710556,-105.054146,165000,1,1,69,"155,733"
W 80th Place  Unit 81,Arvada,CO,39.842384,-105.05989,245000,2,1,78,"120,229"
Canyon Drive,Castle Rock,CO,39.381927,-104.8533,390000,2,2,96,"65,176"
W 76th Avenue  Unit 105,Arvada,CO,39.834843,-105.054756,335000,2,2,104,"120,229"
W Bonfils Lane  Unit 411,Lakewood,CO,39.708126,-105.07754,845000,2,2,201,"155,733"
S Ames Street  Unit 11,Lakewood,CO,39.71083,-105.05404,179900,2,1,85,"155,733"
Olympia Circle  Unit 208,Castle Rock,CO,39.356354,-104.84572,350000,2,2,105,"65,176"
E 121st Avenue  Unit D1,Commerce City,CO,39.916203,-104.80068,355000,2,3,179,"55,891"
Wilcox Street  Unit 503,Castle Rock,CO,39.369347,-104.85989,685000,2,2,94,"65,176"
E 112th Avenue  Unit 7a,Commerce City,CO,39.902206,-104.80878,547480,3,3,263,"55,891"
Wilcox Street  Unit 408,Castle Rock,CO,39.369347,-104.85989,689975,2,2,119,"65,176"
Oakwood Drive  Unit E103,Castle Rock,CO,39.38528,-104.857124,199500,1,1,67,"65,176"
N Wilcox Street  Unit 314,Castle Rock,CO,39.36967,-104.859535,660000,1,1,86,"65,176"
E 121st Avenue  Unit I1,Commerce City,CO,39.916203,-104.80068,385000,2,3,180,"55,891"
E Yale Avenue  Unit C,Aurora,CO,39.667995,-104.830826,320000,2,2,102,"379,434"
E Marina Drive  Unit,Aurora,CO,39.66466,-104.8276,375000,2,2,131,"379,434"
E Marina Drive  Unit 110,Aurora,CO,39.659084,-104.83283,329900,2,2,111,"379,434"
W 47th Avenue  Unit 103,Denver,CO,39.782867,-105.02679,239900,1,1,58,"2,709,398"
S Granby Way  Unit K09,Aurora,CO,39.650204,-104.81099,239000,1,1,77,"379,434"
Lowell Boulevard  Unit 304,Denver,CO,39.76377,-105.03491,489900,2,1,91,"2,709,398"
S Atchison Way  Unit 104,Aurora,CO,39.64252,-104.82433,250000,2,1,99,"379,434"
E Marina Drive  Unit 414,Aurora,CO,39.664696,-104.826416,300000,2,2,120,"379,434"
W 32nd Avenue  Unit 306,Denver,CO,39.761883,-105.032715,650000,2,2,115,"2,709,398"
S Carson Street  Unit A,Aurora,CO,39.644127,-104.82382,475000,3,3,158,"379,434"
E Jewell Avenue  Unit 101,Aurora,CO,39.681744,-104.83566,235000,1,1,66,"379,434"
E Marina Drive  Unit 411,Aurora,CO,39.664276,-104.8247,315000,2,2,128,"379,434"
