street_name,city,state,latitude,longitude,price,bedroom_number,bathroom_number,square_meter,population
Blue River Pkwy #C34,Silverthorne,CO,39.637657,-106.07537,999000,2,2,97,"4,610"
Everett Court  Unit 222,Lakewood,CO,39.737953,-105.096436,250000,2,1,80,"155,733"
Blue River Pkwy #D11,Silverthorne,CO,39.637657,-106.07537,985000,2,2,92,"4,610"
Blue River Pkwy #B32,Silverthorne,CO,39.63793,-106.075386,700000,1,1,64,"4,610"
W 4th St #206,Silverthorne,CO,39.63184,-106.07517,760000,2,2,102,"4,610"
W 4th St #201,Silverthorne,CO,39.632015,-106.074715,985000,3,2,153,"4,610"
W 4th St #306,Silverthorne,CO,39.63184,-106.07517,765000,2,2,102,"4,610"
W 4th St #202,Silverthorne,CO,39.632015,-106.074715,915000,3,2,154,"4,610"
W 4th St #201,Silverthorne,CO,39.63184,-106.07517,975000,3,2,153,"4,610"
W 4th St #205,Silverthorne,CO,39.63184,-106.07517,770000,2,2,107,"4,610"
W 4th St #303,Silverthorne,CO,39.63184,-106.07517,720000,2,2,95,"4,610"
Everett Court  Unit 211,Lakewood,CO,39.737953,-105.096436,249900,2,1,80,"155,733"
W 4th St #304,Silverthorne,CO,39.63184,-106.07517,795000,2,2,115,"4,610"
W 4th St #302,Silverthorne,CO,39.632015,-106.074715,865000,3,2,154,"4,610"
W 4th St #305,Silverthorne,CO,39.63184,-106.07517,781500,2,2,107,"4,610"
W 4th St #303,Silverthorne,CO,39.632015,-106.074715,659000,2,2,95,"4,610"
W 4th St #305,Silverthorne,CO,39.632015,-106.074715,735000,2,2,107,"4,610"
W 4th St #203,Silverthorne,CO,39.63184,-106.07517,715000,2,2,95,"4,610"
W 4th St #301,Silverthorne,CO,39.63184,-106.07517,955500,3,2,153,"4,610"
W 4th St #204,Silverthorne,CO,39.63184,-106.07517,770000,2,2,115,"4,610"
W 4th St #304,Silverthorne,CO,39.632015,-106.074715,760000,2,2,115,"4,610"
W 4th St #302,Silverthorne,CO,39.63184,-106.07517,943000,3,2,154,"4,610"
W 4th St #306,Silverthorne,CO,39.632015,-106.074715,713000,2,2,102,"4,610"
W 4th St #206,Silverthorne,CO,39.632015,-106.074715,695000,2,2,102,"4,610"
W 4th St #204,Silverthorne,CO,39.632015,-106.074715,774000,2,2,115,"4,610"
W 4th St #301,Silverthorne,CO,39.632015,-106.074715,899000,3,2,153,"4,610"
W 4th St #202,Silverthorne,CO,39.63184,-106.07517,930000,3,2,154,"4,610"
W 4th St #203,Silverthorne,CO,39.632015,-106.074715,625000,2,2,95,"4,610"
W 4th St #205,Silverthorne,CO,39.632015,-106.074715,723500,2,2,107,"4,610"
W Riverwalk Circle  Unit A212,Littleton,CO,39.620693,-105.022804,479900,2,2,123,"46,208"
S Greens Circle,Littleton,CO,39.621006,-105.01906,649000,4,3,255,"46,208"
E Highline Circle  Unit 108,Centennial,CO,39.59118,-104.98588,225000,2,1,85,"111,331"
Hahns Peak Dr UNIT 304,Loveland,CO,40.412464,-105.00937,389000,2,2,100,"81,774"
Hahns Peak Drive  Unit 101,Loveland,CO,40.414085,-105.00876,325000,2,2,91,"81,774"
"Eldorado Plan, Discovery at The Lakes at Centerra",Loveland,CO,40.4261,-105.015915,374900,2,3,130,"81,774"
Hahns Peak Dr UNIT 201,Loveland,CO,40.413467,-105.00575,360000,2,2,96,"81,774"
"Monarch Plan, Discovery at The Lakes at Centerra",Loveland,CO,40.4261,-105.015915,388900,3,2,140,"81,774"
Blue River Pkwy #C35,Silverthorne,CO,39.637657,-106.07537,850000,1,1,64,"4,610"
"Timberline Plan, Discovery at The Lakes at Centerra",Loveland,CO,40.4261,-105.015915,384900,3,3,146,"81,774"
Blue River Pkwy #C11,Silverthorne,CO,39.63793,-106.075386,999000,2,2,91,"4,610"
Blue River Pkwy #C15,Silverthorne,CO,39.63793,-106.075386,650000,1,1,55,"4,610"
Blue River Pkwy #C13,Silverthorne,CO,39.63793,-106.075386,650000,1,1,55,"4,610"
Blue River Pkwy #C21,Silverthorne,CO,39.63793,-106.075386,999000,2,2,95,"4,610"
Blue River Pkwy #C33,Silverthorne,CO,39.63793,-106.075386,999000,2,2,97,"4,610"
Blue River Pkwy #C26,Silverthorne,CO,39.63793,-106.075386,999000,2,2,95,"4,610"
Hahns Peak Drive  Unit 306,Loveland,CO,40.41241,-105.00869,450000,2,2,108,"81,774"
Blue River Pkwy #C16,Silverthorne,CO,39.63793,-106.075386,999000,2,2,91,"4,610"
Blue River Pkwy #C32,Silverthorne,CO,39.63793,-106.075386,775000,1,1,64,"4,610"
E Highline Circle  Unit 303,Centennial,CO,39.5927,-104.98576,205000,1,1,67,"111,331"
Blue River Pkwy #C14,Silverthorne,CO,39.63793,-106.075386,675000,1,1,55,"4,610"
W Centennial Drive  Unit B,Littleton,CO,39.62188,-105.02245,399900,2,2,96,"46,208"
S Decatur Street  Unit 232,Englewood,CO,39.632355,-105.02364,235000,1,1,60,"34,840"
S Nevada Street  Unit 108,Littleton,CO,39.615578,-105.01699,700000,2,2,147,"46,208"
Hahns Peak Dr UNIT 202,Loveland,CO,40.411926,-105.00936,378000,2,2,93,"81,774"
S Prince Street  Unit 103a,Littleton,CO,39.610832,-105.0164,265000,1,1,62,"46,208"
Federal Boulevard  Unit 105,Denver,CO,39.75165,-105.02577,550000,2,2,156,"2,709,398"
E Highline Circle  Unit 101,Centennial,CO,39.591206,-104.98653,235000,2,2,85,"111,331"
S Huron Way  Unit 13-206,Littleton,CO,39.621525,-104.998505,365000,3,2,105,"46,208"
S Cherokee Street  Unit 500,Englewood,CO,39.649803,-104.99165,429000,3,2,128,"34,840"
Blue River Parkway  Unit 615,Silverthorne,CO,39.640224,-106.07682,450000,1,1,63,"4,610"
S Huron Way  Unit 5206,Littleton,CO,39.621525,-104.998505,219500,1,1,49,"46,208"
W Prentice Avenue  Unit C,Littleton,CO,39.617653,-105.02713,415000,2,2,106,"46,208"
W Riverwalk Circle  Unit B110,Littleton,CO,39.620487,-105.023346,385000,2,2,104,"46,208"
W Riverwalk Circle  Unit C,Littleton,CO,39.61954,-105.02041,679950,2,2,189,"46,208"
S Huron Way  Unit 11-207,Littleton,CO,39.621525,-104.998505,283000,2,2,86,"46,208"
W Centennial Drive  Unit B,Littleton,CO,39.61967,-105.02531,390000,2,2,96,"46,208"
W Prentice Avenue  Unit L,Littleton,CO,39.619015,-105.02603,399000,2,2,95,"46,208"
S Decatur Street  Unit 201,Englewood,CO,39.632484,-105.024,240000,1,1,60,"34,840"
E Highline Circle  Unit 206,Centennial,CO,39.592342,-104.98526,218000,1,1,67,"111,331"
S Decatur Street  Unit 207,Englewood,CO,39.632484,-105.024,230000,1,1,60,"34,840"
S Sheridan Boulevard  Unit 21,Denver,CO,39.651375,-105.055275,240000,2,1,75,"2,709,398"
S Sheridan Boulevard  Unit M5,Denver,CO,39.65042,-105.05532,247500,2,1,77,"2,709,398"
S Sheridan Boulevard  Unit N14,Denver,CO,39.65042,-105.05532,175000,1,1,56,"2,709,398"
S Sheridan Boulevard  Unit J16,Denver,CO,39.65042,-105.05532,255000,2,1,77,"2,709,398"
S Pierce Street  Unit 102,Denver,CO,39.65057,-105.07184,339000,2,2,95,"2,709,398"
S Harlan Street  Unit 258,Denver,CO,39.652073,-105.06239,289000,2,2,94,"2,709,398"
S Harlan Street  Unit 262,Denver,CO,39.652073,-105.06239,287500,2,1,81,"2,709,398"
S Harlan Street  Unit 131,Denver,CO,39.652073,-105.06239,292000,2,2,94,"2,709,398"
S Pierce Street  Unit 4-105,Lakewood,CO,39.651314,-105.07132,292500,2,2,86,"155,733"
W Cedar Drive  Unit 202,Lakewood,CO,39.71236,-105.14593,236000,2,2,96,"155,733"
E Arbor Circle  Unit D,Englewood,CO,39.60359,-104.8821,267000,1,1,61,"34,840"
S Dayton Street  Unit 107,Englewood,CO,39.600178,-104.87646,450000,3,3,165,"34,840"
W Virginia Avenue,Lakewood,CO,39.706837,-105.13933,400000,4,4,210,"155,733"
E Panorama Circle  Unit 207,Englewood,CO,39.57975,-104.88375,400000,2,2,96,"34,840"
S Xenia Circle  Unit A,Centennial,CO,39.582836,-104.88753,299900,2,2,104,"111,331"
S Dallas Ct,Englewood,CO,39.59943,-104.87831,735000,4,4,299,"34,840"
W Cedar Drive  Unit 304,Lakewood,CO,39.71236,-105.14593,315000,2,2,96,"155,733"
E Arbor Circle  Unit F,Englewood,CO,39.602703,-104.88281,280000,1,1,65,"34,840"
S Xenia Circle  Unit C,Centennial,CO,39.583275,-104.88633,250000,2,2,104,"111,331"
E Dry Creek Road  Unit 127,Centennial,CO,39.58115,-104.889,401000,2,2,89,"111,331"
E Dry Creek Road  Unit 1923,Centennial,CO,39.581142,-104.88734,370000,2,2,107,"111,331"
E Girard Place  Unit 301,Englewood,CO,39.65429,-104.96509,500000,2,2,152,"34,840"
S Van Gordon Court  Unit B106,Denver,CO,39.70105,-105.13678,350000,3,2,124,"2,709,398"
E Girard Place  Unit 706,Englewood,CO,39.65429,-104.96509,815000,2,2,206,"34,840"
Wright Street  Unit 301,Lakewood,CO,39.71928,-105.142075,345000,2,2,109,"155,733"
Wright Street  Unit 105,Lakewood,CO,39.720715,-105.13969,315000,2,1,92,"155,733"
W Cedar Drive  Unit 318,Lakewood,CO,39.712692,-105.14656,310000,2,2,98,"155,733"
Wright Street  Unit 102,Lakewood,CO,39.723835,-105.13991,298000,2,2,86,"155,733"
W Nevada Place  Unit 102,Lakewood,CO,39.6996,-105.13792,350000,2,2,85,"155,733"
19th Avenue  Unit 6,Longmont,CO,40.192387,-105.0941,277000,2,2,97,"100,146"
Ponderosa Ct UNIT 2,Evans,CO,40.379543,-104.73912,300000,2,2,98,"38,443"
Ponderosa Court  Unit 4,Evans,CO,40.37852,-104.74071,300000,2,2,108,"38,443"
Lucca Drive,Evans,CO,40.38332,-104.75575,280000,2,2,105,"38,443"
S York Street  Unit 117,Denver,CO,39.670723,-104.96037,260000,1,1,70,"2,709,398"
S Race Street  Unit A,Denver,CO,39.674587,-104.9644,385000,2,1,65,"2,709,398"
Village Road  Unit 302,Granby,CO,40.059444,-105.92406,579000,3,2,109,"2,281"
Zuni Street  Unit 213,Denver,CO,39.848003,-105.015114,95000,1,1,68,"2,709,398"
W 53rd Place  Unit 2,Denver,CO,39.793247,-105.00849,275000,2,2,87,"2,709,398"
E Girard Place  Unit 203,Englewood,CO,39.65429,-104.96509,600000,2,2,207,"34,840"
S University Boulevard  Unit 506,Denver,CO,39.673515,-104.958984,400000,1,1,67,"2,709,398"
S Josephine Street  Unit 203,Denver,CO,39.675438,-104.95834,260000,1,1,54,"2,709,398"
E Girard Place  Unit 207,Englewood,CO,39.65429,-104.96509,319900,1,1,110,"34,840"
Inverness Way  Unit 105,Englewood,CO,39.56535,-104.864655,415000,2,2,117,"34,840"
E Arbor Circle  Unit F,Englewood,CO,39.6033,-104.88195,270000,1,1,65,"34,840"
E Arbor Circle  Unit C,Englewood,CO,39.60397,-104.88241,264900,1,1,65,"34,840"
E Arbor Circle,Englewood,CO,39.60303,-104.882324,260000,1,1,61,"34,840"
E Panorama Circle  Unit B-408,Englewood,CO,39.58009,-104.88466,490000,2,2,123,"34,840"
Inverness Main Street  Unit 229,Englewood,CO,39.57961,-104.87102,450000,1,1,89,"34,840"
S Yosemite Street  Unit D104,Greenwood Village,CO,39.607986,-104.887924,365000,2,2,99,"15,100"
Inverness Main Street  Unit 232,Englewood,CO,39.57961,-104.87102,550000,2,2,129,"34,840"
Inverness Main Street  Unit 316,Englewood,CO,39.57961,-104.87102,475000,2,2,105,"34,840"
Amison Circle  Unit 202,Parker,CO,39.547558,-104.80127,449900,3,2,138,"55,460"
Ashbury Circle  Unit 202,Parker,CO,39.544716,-104.79986,425000,3,2,136,"55,460"
Pearl Circle  Unit 201,Parker,CO,39.54434,-104.797356,385000,3,2,136,"55,460"
W 52nd Avenue  Unit 204,Denver,CO,39.791195,-105.02394,399900,1,1,72,"2,709,398"
S Monaco Parkway  Unit 46,Denver,CO,39.697514,-104.91162,410000,3,3,174,"2,709,398"
E Mississippi Avenue,Denver,CO,39.695583,-104.9142,399000,2,2,152,"2,709,398"
W 53rd Avenue  Unit 107,Denver,CO,39.792526,-105.023605,359900,1,1,67,"2,709,398"
W 53rd Avenue  Unit 224,Denver,CO,39.792526,-105.023605,408900,1,1,73,"2,709,398"
W 53rd Avenue  Unit 117,Denver,CO,39.792526,-105.023605,395900,2,1,74,"2,709,398"
W 53rd Avenue  Unit 113,Denver,CO,39.792526,-105.023605,415900,2,1,74,"2,709,398"
W 53rd Avenue  Unit 205,Denver,CO,39.792526,-105.023605,385000,1,1,74,"2,709,398"
W 53rd Avenue  Unit 212,Denver,CO,39.792526,-105.023605,408900,1,1,73,"2,709,398"
W 53rd Avenue  Unit 216,Denver,CO,39.792526,-105.023605,408900,1,1,73,"2,709,398"
W 53rd Avenue  Unit 324,Denver,CO,39.792526,-105.023605,411900,1,1,73,"2,709,398"
E Girard Place  Unit 1505,Englewood,CO,39.65429,-104.96509,865000,2,2,221,"34,840"
W 52nd Avenue  Unit 404,Denver,CO,39.791195,-105.02394,418000,1,1,72,"2,709,398"
W 53rd Avenue  Unit 106,Denver,CO,39.792526,-105.023605,399900,1,1,75,"2,709,398"
W 53rd Avenue  Unit 318,Denver,CO,39.792526,-105.023605,411900,1,1,73,"2,709,398"
W 53rd Avenue  Unit 316,Denver,CO,39.792526,-105.023605,411900,1,1,73,"2,709,398"
W 53rd Avenue  Unit 206,Denver,CO,39.792526,-105.023605,404900,1,1,75,"2,709,398"
W 53rd Avenue  Unit 226,Denver,CO,39.792526,-105.023605,419900,1,1,76,"2,709,398"
W 53rd Avenue  Unit 214,Denver,CO,39.792526,-105.023605,395900,1,1,73,"2,709,398"
W 53rd Avenue  Unit 319,Denver,CO,39.792526,-105.023605,409900,1,1,72,"2,709,398"
W 53rd Avenue  Unit 207,Denver,CO,39.792526,-105.023605,354900,1,1,67,"2,709,398"
W 53rd Avenue  Unit 204,Denver,CO,39.792526,-105.023605,404900,1,1,75,"2,709,398"
W 53rd Avenue  Unit 116,Denver,CO,39.792526,-105.023605,389900,1,1,73,"2,709,398"
W 53rd Avenue  Unit 213,Denver,CO,39.792526,-105.023605,415900,1,1,74,"2,709,398"
W 53rd Avenue  Unit 219,Denver,CO,39.792526,-105.023605,375900,1,1,72,"2,709,398"
W 53rd Avenue  Unit 306,Denver,CO,39.792526,-105.023605,409900,1,1,75,"2,709,398"
W 53rd Avenue  Unit 118,Denver,CO,39.792526,-105.023605,389900,1,1,73,"2,709,398"
Pondview Place  Unit F,Golden,CO,39.70203,-105.26806,555000,2,2,143,"20,391"
W 53rd Avenue  Unit 210,Denver,CO,39.792526,-105.023605,395900,1,1,73,"2,709,398"
W 53rd Avenue  Unit 124,Denver,CO,39.792526,-105.023605,385900,1,1,73,"2,709,398"
W 53rd Avenue  Unit 211,Denver,CO,39.792526,-105.023605,415900,2,1,74,"2,709,398"
W 53rd Avenue  Unit 105,Denver,CO,39.792526,-105.023605,384900,1,1,74,"2,709,398"
W 53rd Avenue  Unit 111,Denver,CO,39.792526,-105.023605,394900,2,1,74,"2,709,398"
W 53rd Avenue  Unit 304,Denver,CO,39.792553,-105.02357,424900,1,1,75,"2,709,398"
W 53rd Avenue  Unit 310,Denver,CO,39.792526,-105.023605,411900,1,1,73,"2,709,398"
W 10th Avenue  Unit A1,Golden,CO,39.733585,-105.18265,225000,1,1,56,"20,391"
Golden Circle  Unit 202,Golden,CO,39.727016,-105.208534,275000,1,1,56,"20,391"
Copeland Circle  Unit 102,Littleton,CO,39.558723,-104.933685,420000,2,2,108,"46,208"
W 53rd Avenue  Unit 307,Denver,CO,39.792526,-105.023605,362900,1,1,67,"2,709,398"
W 10th Avenue  Unit G4,Golden,CO,39.733585,-105.18265,250000,2,1,72,"20,391"
W 53rd Avenue  Unit 112,Denver,CO,39.792526,-105.023605,389900,1,1,73,"2,709,398"
W 52nd Avenue  Unit 205,Denver,CO,39.791195,-105.02394,522240,2,2,103,"2,709,398"
W 10th Avenue  Unit V1,Golden,CO,39.7336,-105.18377,255000,2,1,72,"20,391"
W 53rd Avenue  Unit 201,Denver,CO,39.792526,-105.023605,534900,2,2,90,"2,709,398"
W 53rd Avenue  Unit 301,Denver,CO,39.792526,-105.023605,531900,2,2,90,"2,709,398"
W 53rd Avenue  Unit 326,Denver,CO,39.792526,-105.023605,429900,1,1,76,"2,709,398"
Washington Avenue  Unit 301,Golden,CO,39.759262,-105.22544,649000,2,2,110,"20,391"
W 53rd Avenue  Unit 110,Denver,CO,39.792526,-105.023605,379900,2,1,73,"2,709,398"
W 53rd Avenue  Unit 126,Denver,CO,39.792526,-105.023605,424900,1,1,76,"2,709,398"
W 53rd Avenue  Unit 202,Denver,CO,39.792526,-105.023605,619900,2,2,106,"2,709,398"
W 53rd Avenue  Unit 315,Denver,CO,39.792526,-105.023605,424900,2,1,74,"2,709,398"
W 53rd Avenue  Unit 215,Denver,CO,39.792526,-105.023605,415900,2,1,74,"2,709,398"
W 53rd Avenue  Unit 317,Denver,CO,39.792526,-105.023605,424900,2,1,74,"2,709,398"
W 53rd Avenue  Unit 225,Denver,CO,39.792526,-105.023605,399900,1,1,74,"2,709,398"
W 53rd Avenue  Unit 217,Denver,CO,39.792526,-105.023605,394900,2,1,74,"2,709,398"
W 53rd Avenue  Unit 125,Denver,CO,39.792526,-105.023605,389900,1,1,74,"2,709,398"
W 53rd Avenue  Unit 119,Denver,CO,39.792526,-105.023605,332900,1,1,64,"2,709,398"
W 53rd Avenue  Unit 122,Denver,CO,39.792526,-105.023605,309900,1,1,61,"2,709,398"
W 53rd Avenue  Unit 223,Denver,CO,39.792526,-105.023605,365900,1,1,70,"2,709,398"
W 53rd Avenue  Unit 302,Denver,CO,39.792526,-105.023605,604900,2,2,106,"2,709,398"
W 53rd Avenue  Unit 123,Denver,CO,39.792526,-105.023605,364900,1,1,70,"2,709,398"
W 53rd Avenue  Unit 222,Denver,CO,39.792526,-105.023605,319900,1,1,61,"2,709,398"
Pondview Place  Unit E,Golden,CO,39.702564,-105.267334,500000,3,2,142,"20,391"
Pebble Creek Way  Unit 203,Highlands Ranch,CO,39.56227,-104.94225,355000,2,2,102,"107,017"
Twenty Mile Road  Unit 202,Parker,CO,39.523872,-104.77676,375000,2,2,96,"55,460"
11th Street  Unit 204,Golden,CO,39.757053,-105.22074,825000,2,2,104,"20,391"
W 14th Avenue,Lakewood,CO,39.73806,-105.06871,269900,2,1,69,"155,733"
Ingalls Street  Unit 3c,Lakewood,CO,39.734535,-105.06403,220000,2,1,64,"155,733"
Las Ramblas Court  Unit F,Parker,CO,39.547462,-104.79944,455000,3,2,142,"55,460"
W 20th Avenue  Unit 208,Lakewood,CO,39.74722,-105.0753,255000,1,1,64,"155,733"
Ames Court,Lakewood,CO,39.743233,-105.055016,575000,1,2,193,"155,733"
Cascina Place  Unit D,Littleton,CO,39.546356,-104.94768,549000,2,2,149,"46,208"
Apache Plume Drive  Unit B,Parker,CO,39.552155,-104.78954,399000,3,3,136,"55,460"
Pearl Circle  Unit 103,Parker,CO,39.544407,-104.79741,400000,3,4,128,"55,460"
Nature Walk Trail  Unit 208,Parker,CO,39.550137,-104.786125,365000,2,2,110,"55,460"
Ames Court,Lakewood,CO,39.743114,-105.05454,459900,1,1,99,"155,733"
Stroh Road  Unit 5207,Parker,CO,39.479336,-104.77377,425000,2,3,137,"55,460"
W 20th Avenue  Unit 304,Lakewood,CO,39.746433,-105.07578,350000,2,2,93,"155,733"
W 20th Avenue  Unit 106,Lakewood,CO,39.747314,-105.074776,300000,1,1,64,"155,733"
W 9th Avenue  Unit 101,Lakewood,CO,39.731033,-105.086586,190000,1,1,66,"155,733"
Wilde Avenue  Unit 208,Parker,CO,39.54967,-104.787865,430000,3,2,123,"55,460"
Ingalls Street  Unit 308,Denver,CO,39.742,-105.06384,350000,1,1,49,"2,709,398"
Ingalls Street  Unit 307,Denver,CO,39.742,-105.06384,350000,1,1,49,"2,709,398"
Ingalls Street  Unit 206,Denver,CO,39.7419,-105.0635,330000,1,1,49,"2,709,398"
Ingalls Street  Unit 302,Denver,CO,39.742,-105.06384,355000,1,1,51,"2,709,398"
Ingalls Street  Unit 303,Denver,CO,39.741974,-105.06351,355000,1,1,51,"2,709,398"
Ingalls Street  Unit 202,Denver,CO,39.741974,-105.06351,335000,1,1,51,"2,709,398"
Ingalls Street  Unit 203,Denver,CO,39.741974,-105.06351,335000,1,1,51,"2,709,398"
Ingalls Street  Unit 204,Denver,CO,39.741974,-105.06351,360000,1,1,51,"2,709,398"
Ingalls Street  Unit 205,Denver,CO,39.741974,-105.06351,365000,1,1,55,"2,709,398"
Ingalls Street  Unit 309,Denver,CO,39.741974,-105.06351,385000,1,1,61,"2,709,398"
Ingalls Street  Unit 305,Denver,CO,39.741974,-105.06351,385000,1,1,55,"2,709,398"
Ingalls Street  Unit 304,Denver,CO,39.741974,-105.06351,365000,1,1,51,"2,709,398"
Ingalls Street  Unit 301,Denver,CO,39.741974,-105.06351,360000,1,1,57,"2,709,398"
Ingalls Street  Unit 201,Denver,CO,39.7419,-105.0635,345000,1,1,57,"2,709,398"
Ingalls Street  Unit 207,Denver,CO,39.7419,-105.0635,330000,1,1,49,"2,709,398"
Ingalls Street  Unit 208,Denver,CO,39.7419,-105.0635,330000,1,1,49,"2,709,398"
Ingalls Street  Unit 209,Denver,CO,39.7419,-105.0635,355000,1,1,61,"2,709,398"
Nature Walk Trail  Unit 103,Parker,CO,39.550232,-104.786224,329950,2,1,86,"55,460"
Ironstone Way  Unit 102,Parker,CO,39.483425,-104.76411,335000,2,2,97,"55,460"
Nature Walk Trail  Unit 305,Parker,CO,39.550232,-104.786224,330000,2,1,86,"55,460"
Ashbury Circle  Unit 102,Parker,CO,39.545235,-104.79996,300000,2,1,93,"55,460"
Waterhouse Circle  Unit D,Parker,CO,39.554207,-104.78979,420000,3,3,145,"55,460"
Ironstone Way  Unit 304,Parker,CO,39.484077,-104.76379,265000,1,1,72,"55,460"
Nature Walk Trl UNIT 106,Parker,CO,39.550568,-104.786835,345000,2,1,86,"55,460"
Wilde Avenue  Unit 205,Parker,CO,39.550175,-104.789276,379900,2,2,101,"55,460"
Stroh Road  Unit 4106,Parker,CO,39.47999,-104.77377,325000,2,1,88,"55,460"
Stroh Road  Unit 10107,Parker,CO,39.48028,-104.77256,345000,2,2,115,"55,460"
S Monaco Parkway  Unit 311,Denver,CO,39.714165,-104.91327,450000,2,1,90,"2,709,398"
Ivy Street,Denver,CO,39.73715,-104.92088,335000,2,1,71,"2,709,398"
Las Ramblas Court  Unit R,Parker,CO,39.546158,-104.79839,444000,2,2,122,"55,460"
E Fremont Place  Unit 208,Littleton,CO,39.58319,-104.983665,460000,2,2,104,"46,208"
E Mississippi Avenue  Unit B,Denver,CO,39.69622,-104.909744,335000,2,2,160,"2,709,398"
E Tennessee Avenue  Unit 483,Denver,CO,39.698112,-104.90914,240000,3,2,97,"2,709,398"
E Tennessee Avenue  Unit 351,Denver,CO,39.698112,-104.90914,169000,1,1,62,"2,709,398"
W Cross Drive  Unit 305,Littleton,CO,39.6149,-105.13614,355000,2,2,126,"46,208"
"Caden Plan, Chatfield Bluffs",Littleton,CO,39.55573,-105.109764,521990,3,3,171,"46,208"
S Alkire Street  Unit 303,Littleton,CO,39.5819,-105.13261,320000,2,2,92,"46,208"
"Riley Plan, Chatfield Bluffs",Littleton,CO,39.55573,-105.109764,479990,2,2,105,"46,208"
S Kipling Way  Unit 201,Littleton,CO,39.5565,-105.10959,400000,3,2,121,"46,208"
S Alkire Street  Unit 201,Littleton,CO,39.582333,-105.13344,329000,2,2,92,"46,208"
W Dorado Place  Unit 103,Littleton,CO,39.613476,-105.13671,339999,2,2,118,"46,208"
County Road 16  Unit 506,Oak Creek,CO,40.26201,-106.85416,395000,3,2,114,"36,321"
W Cross Drive  Unit 102,Littleton,CO,39.614132,-105.13332,400000,2,2,112,"46,208"
S Alkire Street  Unit 205,Littleton,CO,39.582626,-105.13391,340000,2,2,87,"46,208"
S Quail Circle  Unit 2027,Littleton,CO,39.581562,-105.12315,375000,1,1,86,"46,208"
Fargo Trail,Littleton,CO,39.461548,-105.09294,684000,3,3,255,"46,208"
W Victoria Place  Unit 203,Littleton,CO,39.55471,-105.11048,384990,2,2,82,"46,208"
S Kipling Way  Unit 307,Littleton,CO,39.555714,-105.108986,389990,2,2,82,"46,208"
W Victoria Place  Unit 102,Littleton,CO,39.55471,-105.11048,384990,2,2,82,"46,208"
S Kipling Way  Unit 101,Littleton,CO,39.555733,-105.10898,419990,2,2,105,"46,208"
S Kipling Way  Unit 201,Littleton,CO,39.555733,-105.10898,466990,3,3,171,"46,208"
S Kipling Way  Unit 203,Littleton,CO,39.555733,-105.10898,389990,2,2,82,"46,208"
S Kipling Way  Unit 202,Littleton,CO,39.555733,-105.10898,384990,2,2,82,"46,208"
W Ida Avenue  Unit 322 (C4),Littleton,CO,39.61064,-105.144966,414900,1,1,81,"46,208"
Jersey Street  Unit 4,Denver,CO,39.739468,-104.91909,229000,2,1,57,"2,709,398"
E Tennessee Avenue  Unit 432,Denver,CO,39.698112,-104.90914,215000,2,1,80,"2,709,398"
W Ida Avenue  Unit 221 (D1),Littleton,CO,39.61064,-105.144966,459900,2,2,95,"46,208"
S Locust Street  Unit D,Denver,CO,39.699337,-104.91371,400000,2,2,112,"2,709,398"
W Ida Avenue  Unit 202 (C3),Littleton,CO,39.61064,-105.144966,369900,1,1,60,"46,208"
S Evanston Cir,Aurora,CO,39.69914,-104.81398,435000,2,2,117,"379,434"
W Mississippi Avenue  Unit A,Lakewood,CO,39.69607,-104.908844,294990,2,1,83,"155,733"
S Locust Street  Unit A,Denver,CO,39.699337,-104.91372,525000,3,3,163,"2,709,398"
W Ida Avenue  Unit 423 (C4),Littleton,CO,39.61064,-105.144966,394900,1,1,81,"46,208"
W Ida Avenue  Unit 306 (C1),Littleton,CO,39.61064,-105.144966,354900,1,1,56,"46,208"
W Ida Avenue  Unit 216 (C2),Littleton,CO,39.61064,-105.144966,364900,1,1,58,"46,208"
E 10th Avenue  Unit 609,Denver,CO,39.73189,-104.91891,290000,1,1,73,"2,709,398"
W Ida Avenue  Unit 204 (C1),Littleton,CO,39.61064,-105.144966,354900,1,1,56,"46,208"
E Exposition Avenue  Unit 305,Aurora,CO,39.703674,-104.86319,110000,1,1,54,"379,434"
W Ida Avenue  Unit 201 (C3),Littleton,CO,39.61064,-105.144966,369900,1,1,60,"46,208"
S Dawson Way  Unit 12,Aurora,CO,39.699303,-104.81801,170000,1,1,60,"379,434"
W Ida Avenue  Unit 205 (C2),Littleton,CO,39.61064,-105.144966,364900,1,1,58,"46,208"
W Ida Avenue  Unit 111 (E1),Littleton,CO,39.61064,-105.144966,369900,1,1,62,"46,208"
E Tennessee Avenue  Unit 103,Aurora,CO,39.69955,-104.82095,335000,2,2,87,"379,434"
E Kepner Place,Aurora,CO,39.700943,-104.84575,225000,2,1,76,"379,434"
S Ironton Street  Unit 110,Aurora,CO,39.697983,-104.86383,256000,2,2,97,"379,434"
W Canal Circle  Unit 227,Littleton,CO,39.570255,-105.008736,399000,2,2,94,"46,208"
W Canal Circle  Unit 1022,Littleton,CO,39.571682,-105.008415,399900,2,2,94,"46,208"
Hudson Street  Unit 205,Denver,CO,39.721386,-104.92311,664500,2,2,133,"2,709,398"
E Tennessee Drive,Aurora,CO,39.698895,-104.84497,389995,3,3,148,"379,434"
S Ironton Street  Unit 511,Aurora,CO,39.697983,-104.86383,245000,2,2,97,"379,434"
E Tennessee Avenue  Unit 503,Aurora,CO,39.697674,-104.86448,275000,2,2,88,"379,434"
