Code,NumberOfHouseholds,HouseholdMedianIncome,HouseholdMeanIncome,NumberOfFamilies,FamilyMedianIncome,FamilyMeanIncome,NonFamilyHousehold,NonFamilyHouseholdMediumIncome,NonFamilyHouseholdMeanIncome
62983,614,38214,58786,385,55179,75088,229,18787,29554
62982,418,46389,57345,305,56319,68120,113,15208,24370
62979,533,45469,58104,340,63594,67073,193,31418,36459
62977,246,54444,71758,186,69375,79996,60,41167,46220
62976,144,35000,38566,85,40625,44399,59,25875,30163
62975,74,0,100077,16,0,0,58,0,95643
62974,775,53271,68372,503,78594,79124,272,48562,46728
62972,412,71667,87220,317,90774,95217,95,26688,34447
62970,266,52500,59823,119,92639,82866,147,33472,40059
62969,152,52500,53693,110,47321,56244,42,0,47014
62967,116,45500,57627,96,37500,56814,20,12000,20155
62966,6155,44483,67128,3888,57879,82373,2267,30218,37202
62965,23,0,68796,22,0,71477,1,0,0
62964,531,30827,35653,268,36087,46719,263,19943,24189
62963,248,41364,43569,156,60135,53229,92,12273,26200
62962,0,0,0,0,0,0,0,0,0
62961,12,0,59750,12,0,59750,0,0,0
62960,4322,52021,59651,2933,62422,69028,1389,24688,37328
62959,11449,53876,71347,6847,75256,90377,4602,30747,40913
62958,797,70469,82979,540,86250,100996,257,23393,41861
62957,304,39750,46097,162,48611,61614,142,24583,28065
62956,350,49167,55588,246,56848,69782,104,15714,21818
62954,327,52165,102205,249,54018,126584,78,0,24379
62953,89,29792,45882,56,36250,55618,33,17083,24458
62952,1220,41810,58871,788,67368,72787,432,21700,31402
62951,2064,41821,56708,1479,52744,66251,585,29728,30613
62950,63,98487,107487,36,97632,77636,27,0,0
62949,353,26625,40830,168,47115,58112,185,14702,24532
62948,5733,46420,64145,3211,61875,81969,2522,25726,38755
62947,185,60469,71269,124,70000,79447,61,43523,54643
62946,5239,43107,57082,3491,57452,68903,1748,22018,29075
62943,130,56875,66348,100,73611,82971,30,9583,10940
62942,241,52917,62042,156,65469,71058,85,43750,42795
62941,269,60341,61758,194,69028,75437,75,0,21392
62940,212,65125,53817,175,65641,61088,37,15781,15695
62939,1188,58281,79493,904,68250,89482,284,44524,46844
62938,1248,45729,56421,794,54224,66846,454,35000,37966
62935,795,51597,76746,590,61630,78203,205,27159,72553
62934,333,52663,93832,202,62500,99951,131,0,82134
62933,557,51331,60726,324,74000,78493,233,31394,35215
62932,501,41188,50610,328,41667,53162,173,36750,42435
62931,581,45054,53724,298,72813,75259,283,19509,30889
62930,2707,43169,59673,1556,51167,71084,1151,22909,41332
62928,83,15764,32951,38,63000,53366,45,14671,15709
62927,140,35000,41326,88,38750,44715,52,31000,31581
62926,827,53502,65345,488,62708,80797,339,40208,39909
62924,1157,51176,63774,823,56932,67718,334,35000,49165
62923,174,51333,73368,123,57031,89300,51,30208,32945
62922,1241,63917,81766,939,69938,90317,302,33942,47036
62921,136,0,30924,66,0,28106,70,0,32657
62920,1339,57764,67302,899,67171,78892,440,26620,38338
62919,313,60202,96610,233,52083,113467,80,0,37089
62918,4013,58294,74736,2733,73242,86870,1280,29474,45812
62917,907,43393,82423,652,49583,97559,255,19821,40060
62916,283,70750,80260,196,79130,99672,87,33365,34353
62915,124,52500,55519,102,56875,63236,22,0,19736
62914,924,28275,40218,431,31458,39590,493,25319,39368
62912,583,53661,82965,443,57132,89533,140,37857,60319
62910,954,39750,52075,563,52560,62711,391,30703,32749
62908,251,74489,78993,184,85938,86907,67,38036,50239
62907,691,55417,81932,468,61364,96667,223,31728,46974
62906,2815,50489,64653,1761,67821,83071,1054,26813,32737
62905,231,53375,64423,156,75000,78179,75,0,34279
62903,1294,31037,69600,647,89250,105787,647,17477,32783
62902,1834,51538,86189,1159,75815,112871,675,30021,38730
62901,11448,28756,51243,4267,63722,83890,7181,20494,31221
62899,593,44886,56896,350,54167,69953,243,26458,35065
62898,748,70455,84917,601,78413,92769,147,33264,40559
62897,169,62604,57380,67,98438,84737,102,24000,38612
62896,5024,40054,51634,3174,51010,62111,1850,21194,31461
62895,756,44167,53876,502,57963,62780,254,25536,28887
62894,408,60179,72361,337,71438,80395,71,20938,31785
62893,351,62917,69096,263,81250,80511,88,26250,32201
62892,131,61146,55998,81,68375,70988,50,0,31594
62891,292,35500,50053,179,57212,66317,113,20875,23778
62890,991,47560,53831,598,66667,66291,393,33149,33390
62889,408,60441,68142,304,72500,78338,104,14631,32599
62888,953,62802,67232,661,72545,78103,292,35789,40683
62887,111,54625,63997,103,54875,67033,8,15000,24925
62886,136,53214,61502,114,55000,62075,22,0,35932
62885,197,44583,58597,113,72344,71549,84,29250,40921
62884,1103,58281,64399,761,73450,72847,342,40357,43609
62883,254,62130,80323,199,80104,91034,55,40250,41569
62882,948,46129,55473,621,52989,63574,327,26776,34551
62881,4658,53239,66901,2923,66117,77863,1735,28725,43452
62880,282,59792,62478,198,64056,74340,84,22083,31355
62879,47,63375,53636,38,64500,61532,9,0,20289
62878,168,42308,49995,80,0,57865,88,40865,41591
62877,204,54375,64795,161,62813,71068,43,19250,40556
62876,69,41607,56470,40,67500,73658,29,28125,32759
62875,457,56576,67121,335,58958,74827,122,27500,37467
62874,199,35234,40268,95,50625,50377,104,27500,30696
62872,386,62125,74254,292,71042,87290,94,17500,31252
62871,222,66111,71697,158,66944,75840,64,42500,61469
62870,882,47500,62821,568,58409,66933,314,33929,52050
62869,1000,46818,64997,678,69479,80756,322,22308,29118
62868,703,55208,79826,506,71250,93617,197,35809,33653
62867,206,45833,50761,121,57250,61753,85,25859,34106
62865,813,64408,73674,570,91136,87734,243,33750,40505
62864,9742,47896,68148,6228,63539,80244,3514,30368,42986
62863,4107,46740,66940,2536,70942,83828,1571,25516,38568
62862,127,52813,66117,95,54417,74083,32,22500,34747
62861,56,38000,51671,45,33125,47591,11,0,48518
62860,214,58036,61190,115,76250,78942,99,50250,40569
62859,2303,56477,67579,1505,66683,82674,798,26757,38779
62858,1246,51268,61006,850,60500,70143,396,26522,31981
62856,143,47250,57726,89,63750,65736,54,0,40352
62854,759,50671,50503,379,61125,61575,380,29211,37632
62853,388,66500,70740,281,72813,83019,107,31875,37993
62852,38,55000,55105,26,58750,65396,12,23125,32808
62851,60,53333,53802,21,78125,74538,39,46250,42633
62850,204,41667,66494,165,41938,73499,39,0,35495
62849,826,58929,66396,568,67857,73950,258,37083,44038
62848,259,60114,62318,180,75000,77730,79,17891,24381
62846,326,44412,54137,216,58375,65272,110,15893,29505
62844,863,54602,61126,546,60750,71575,317,22107,34946
62843,107,0,30347,54,46250,46096,53,14055,13885
62842,314,43077,53495,220,55625,65350,94,21000,25314
62841,29,48250,50769,23,48750,50287,6,0,32967
62839,2688,54722,81658,1651,72824,100927,1037,25885,42505
62838,742,53864,64643,571,57448,70593,171,30781,38627
62837,4087,51487,59906,2560,65000,73206,1527,26619,34685
62836,298,65385,81990,229,75625,92857,69,42292,45846
62835,476,34375,54478,359,40446,63746,117,15938,25820
62833,143,62292,64580,97,65813,69807,46,49583,53557
62832,3816,48981,61112,2509,57996,72079,1307,26159,35717
62831,185,62250,67335,109,78472,87182,76,25000,37579
62830,611,44476,58131,343,70694,77442,268,24259,30597
62829,31,0,0,0,0,0,31,0,0
62828,597,55508,69556,484,66250,75749,113,34063,38911
62827,578,44773,54218,329,55208,66002,249,32125,36240
62825,77,45156,54932,49,51875,69841,28,18000,25914
62824,726,48111,60704,450,56591,69187,276,32742,42978
62823,692,55469,70464,463,73750,84754,229,30096,36243
62822,1292,33676,47052,672,38750,55533,620,21595,35994
62821,3232,48384,62335,1992,61964,77769,1240,21742,35148
62820,64,53750,58611,40,78571,80733,24,11406,21742
62819,148,37917,47743,86,43750,57395,62,28750,30918
62818,154,62500,69078,89,78750,89885,65,0,40306
62817,313,49479,70760,253,0,78631,60,35804,36898
62816,532,57083,60157,361,65536,71860,171,28750,30953
62815,97,67083,63115,44,88750,80636,53,28125,48570
62814,719,58523,68766,547,66250,76556,172,25625,42567
62812,4649,46898,65133,2802,59789,78434,1847,25443,43576
62811,116,36500,49328,86,36000,40420,30,0,74867
62810,396,52500,60645,308,49000,62358,88,53929,54577
62809,57,68750,73651,39,74125,84774,18,43333,42861
62808,678,56213,68666,431,66042,77102,247,34427,42273
62807,431,83173,88471,340,103721,102524,91,25114,35435
62806,1490,54364,67173,987,68346,79431,503,33483,40926
62803,460,67500,71163,314,90272,86286,146,42750,37005
62801,8508,43682,59979,4805,61079,72517,3703,31061,41294
62712,4352,88879,113070,2832,111694,140179,1520,63202,62204
62711,6871,99050,127486,4699,130036,155251,2172,58071,66934
62707,3338,75521,88364,2226,103750,104914,1112,47632,52850
62704,19102,54314,77135,9690,77771,100600,9412,42235,50439
62703,12519,39043,54256,6730,51661,66992,5789,30158,37098
62702,15254,42773,54877,7966,54075,66845,7288,31123,39337
62701,529,21193,56776,88,25870,65940,441,16458,54398
62695,111,42639,53972,70,39500,59070,41,43750,41971
62694,1223,59469,69168,866,70625,80773,357,34306,38843
62693,633,90250,109291,443,106875,121966,190,62500,78924
62692,874,51484,70203,557,60855,85820,317,36806,41942
62691,939,63295,70936,555,69375,77755,384,47500,58120
62690,1652,68105,67121,1014,78083,76889,638,36304,47188
62689,249,48594,72519,130,68542,95687,119,32917,42516
62688,331,67784,80444,259,81250,90842,72,47750,42047
62685,874,55658,70724,620,80833,87543,254,18750,27215
62684,2127,117566,127764,1577,140036,148319,550,61500,67033
62682,299,67917,82042,242,83750,90081,57,34688,45521
62681,2087,53073,66582,1172,72138,81944,915,40201,46232
62677,884,70370,94358,627,86719,106795,257,56827,63755
62675,2532,75667,97766,1816,90423,94676,716,43750,99851
62674,669,39042,56356,452,50625,62326,217,25781,43529
62673,179,59063,70152,115,83365,89708,64,30625,31203
62672,85,47292,51372,63,54250,59922,22,21250,26886
62671,216,78000,99792,141,86513,120457,75,45208,56981
62670,1061,70592,83493,765,84306,93811,296,30658,44511
62668,584,58056,62241,451,59609,66783,133,29531,42228
62667,254,51607,62718,188,55714,73781,66,24118,30315
62666,199,71641,76614,152,79375,85351,47,27396,39619
62665,617,47772,54522,409,55288,62493,208,30179,33147
62664,1379,58688,80934,890,77400,105418,489,29277,34367
62663,83,47031,68494,68,53750,75178,15,0,31560
62661,550,60550,70758,368,61915,77356,182,50000,54828
62656,7004,52703,75050,4274,68938,86484,2730,33783,55250
62655,249,40208,61196,160,51667,77458,89,30750,30821
62650,10256,51921,69127,5968,64984,82448,4288,32837,48448
62649,188,57955,75354,112,70417,86414,76,43333,50570
62644,2078,46278,58232,1256,55536,63291,822,34375,46945
62643,278,68355,78430,174,77500,91798,104,52500,50603
62642,579,63047,67412,381,65313,74077,198,30000,43947
62640,1315,59583,71030,1019,67371,73986,296,43103,51904
62639,132,48864,77402,75,83875,110201,57,26321,30475
62638,553,72132,110946,418,72125,123989,135,50729,57129
62635,243,49625,65137,157,59821,78555,86,26667,37220
62634,398,75682,93337,292,88750,108466,106,48125,49361
62633,250,43000,55173,200,43500,57127,50,36250,47356
62631,137,38380,47300,91,38221,44844,46,0,50291
62630,258,68333,93420,229,72813,99870,29,34141,42490
62629,5358,98982,118308,3969,112886,133640,1389,53097,66371
62628,334,60000,73975,212,74265,86473,122,41000,45989
62627,426,56250,72141,244,85833,90066,182,0,45258
62626,3011,59429,70530,1990,73611,81595,1021,32578,42862
62625,350,120156,116787,274,130250,132858,76,48194,58849
62624,172,39231,59716,94,0,83224,78,22857,24967
62622,0,0,0,0,0,0,0,0,0
62621,439,65417,76748,335,75938,86580,104,39375,42203
62618,2785,47093,57153,1840,56667,64854,945,29387,37242
62617,294,42321,50417,134,43971,62483,160,40208,39881
62615,2069,72256,85512,1402,100222,99654,667,42431,54372
62613,1596,90455,100550,1241,105225,108722,355,51220,65711
62612,725,61645,74887,487,68029,85882,238,52794,48195
62611,460,64924,82342,359,80673,92348,101,36359,45221
62610,60,40000,48882,34,52500,62941,26,30000,30362
62601,123,71750,72298,80,72000,80978,43,0,50681
62573,581,65417,75691,452,81731,85570,129,36875,39218
62572,236,60000,68746,147,80625,79632,89,43798,47356
62571,712,63333,69090,526,74375,77913,186,32813,40652
62570,239,90246,83790,128,71250,97387,111,90301,67758
62568,6463,50695,64126,3572,69357,83581,2891,26819,39338
62567,393,54554,61080,227,65313,69645,166,42778,48584
62565,3178,57342,65632,1867,71108,77674,1311,39496,47717
62563,2165,100170,116670,1704,104713,124806,461,50078,60987
62561,2347,39882,67721,1591,63689,77359,756,33497,42855
62560,446,60119,74490,343,68194,83617,103,27361,39221
62558,1344,76250,90851,994,77434,100256,350,56333,60935
62557,3174,49784,59032,1914,55410,68825,1260,32118,39717
62556,163,64688,67105,123,78750,77171,40,33000,34263
62555,175,82019,78643,142,84333,86017,33,42159,46606
62554,559,86250,101395,461,95275,109924,98,57857,59367
62553,154,59583,65856,128,59063,67919,26,48750,53258
62551,313,62969,71447,167,72625,84757,146,47143,54260
62550,1215,70947,76038,879,88355,85588,336,32143,48147
62549,2302,74463,93017,1771,90893,105924,531,36875,45593
62548,981,62418,81657,620,80500,99037,361,45083,50489
62547,382,64000,67831,273,69805,79841,109,31875,36895
62546,654,70000,84036,456,80921,97754,198,36364,43544
62545,520,76875,93999,351,111250,113495,169,52083,49082
62544,645,84083,89820,511,86046,98784,134,38333,46237
62543,195,54638,70575,104,81875,83560,91,53346,55263
62541,10,0,0,6,0,0,4,0,0
62540,666,56827,73738,383,85313,92168,283,28173,42702
62539,509,64531,65752,335,76635,79596,174,25500,37921
62538,197,47604,63402,157,49063,68190,40,0,44365
62537,54,47955,45959,23,0,50452,31,48750,42626
62536,217,130917,143132,144,116389,132315,73,209750,164470
62535,1282,95000,125170,954,126282,144435,328,48750,65674
62534,525,59205,68229,400,65000,78263,125,25875,34442
62533,392,64375,70664,272,71250,81389,120,40000,45764
62532,44,0,49827,14,0,0,30,0,29140
62531,657,85855,87039,487,91607,92327,170,52188,66292
62530,643,62212,68984,360,90000,88146,283,45469,42385
62526,14171,40800,57054,7110,61842,73710,7061,30343,38855
62523,336,13250,20048,72,20476,18219,264,11957,20547
62522,6094,49348,62230,3539,64315,75958,2555,35299,41383
62521,14582,57010,78014,9059,70808,92879,5523,38743,51579
62520,659,80188,84241,468,84219,92854,191,47422,54999
62519,37,0,0,17,0,0,20,0,0
62518,59,36250,48907,31,62969,65645,28,24688,30375
62517,77,59250,68032,60,59500,69302,17,0,52765
62515,399,83050,84504,314,89063,94837,85,0,43096
62514,156,50500,72534,118,50167,78801,38,0,40697
62513,646,60263,76266,431,74792,93368,215,38287,41777
62512,202,49000,64557,122,60000,70406,80,41250,55639
62510,743,45734,53945,331,65469,74663,412,33125,36974
62501,1000,76957,88337,728,98333,105174,272,28438,39149
62481,141,52788,59822,118,57500,68403,23,0,15796
62480,234,35882,47131,160,45455,52714,74,25833,33026
62479,297,65129,65779,222,66466,73980,75,36750,41164
62478,107,46420,63898,76,68571,74170,31,0,38719
62477,228,45556,59886,185,57344,67452,43,0,26902
62476,629,53950,62768,435,74563,75294,194,32143,33942
62475,182,61613,64890,135,60524,66528,47,63750,60185
62474,325,54948,64689,226,59583,71578,99,32917,40043
62473,483,59141,56961,332,66974,66559,151,22159,34317
62471,3649,43481,58927,2329,55536,70907,1320,25407,34097
62469,223,47150,58121,162,75781,65857,61,37875,37577
62468,976,68295,70582,661,75919,78458,315,30673,49470
62467,1527,85226,98138,1125,97340,114077,402,46719,51296
62466,1179,63353,67560,763,80625,76640,416,35735,46186
62465,348,70948,77837,278,77045,87242,70,38750,40487
62463,491,52292,60875,320,70833,74819,171,19816,30595
62462,471,48852,69039,365,62679,78792,106,31500,35331
62461,307,58281,75525,203,57054,82719,104,60000,60762
62460,485,48977,70080,331,64688,84833,154,22500,37373
62459,112,53000,59813,85,63393,67385,27,28750,30215
62458,824,47386,63118,637,51891,67378,187,27279,46770
62454,3991,50514,71220,2619,71328,90104,1372,22150,32809
62452,119,34811,49471,89,45938,55312,30,23750,27093
62451,902,51200,67361,567,57530,78795,335,33203,43171
62450,5154,54014,65448,3277,70856,79766,1877,27074,36205
62449,1488,48450,60179,1052,50151,69351,436,27656,34755
62448,2263,52729,67132,1505,73750,79758,758,36583,40487
62447,1289,74150,82164,957,85997,96628,332,28625,38660
62446,150,69643,80489,117,69107,79132,33,0,76752
62445,427,56875,64243,317,66250,72416,110,30764,31655
62444,173,38036,56631,117,48839,71909,56,19038,21089
62443,625,57621,66571,426,59750,77930,199,41289,42060
62442,1181,52813,59816,867,63525,69004,314,18088,28144
62441,2972,68363,80136,2347,72321,83275,625,40019,58274
62440,528,48182,60578,345,68125,75499,183,30469,32095
62439,3170,47297,68342,1974,52692,73612,1196,32984,53569
62438,113,67386,55904,113,67386,54681,0,0,0
62436,226,49167,55784,181,54688,61706,45,14940,21753
62434,134,80893,86312,124,81786,87476,10,0,0
62433,468,52407,67110,263,81295,92525,205,32961,34505
62432,299,113125,104112,220,150147,126450,79,0,39990
62431,366,52315,65730,274,55000,67394,92,25833,60774
62428,1145,46895,68297,685,72676,77859,460,26189,52803
62427,839,58899,70440,559,85179,86835,280,30526,35275
62426,361,45078,51014,272,43750,47668,89,46250,57696
62425,226,84167,76963,150,104688,95057,76,32273,41250
62424,890,68800,84722,656,87813,98621,234,41667,41174
62423,203,88955,81761,172,88934,85356,31,0,0
62422,453,45114,60586,293,66146,74115,160,23500,31233
62421,201,70625,68202,171,72798,72441,30,36250,40757
62420,2045,52946,67324,1308,70000,80745,737,35906,42003
62419,103,53393,77607,62,54167,97826,41,43750,41780
62418,848,46907,69656,514,68250,80518,334,32917,51183
62417,1269,58404,72305,774,61528,84492,495,55417,47019
62414,707,45121,60438,426,65968,77597,281,21354,30735
62413,138,71154,92601,86,82500,115577,52,60625,54602
62411,1755,53295,78642,1169,78552,98520,586,33857,36127
62410,449,71620,89869,367,75114,98569,82,29583,46279
62401,7874,57384,84974,5037,76446,109729,2837,30014,37616
62380,133,56776,55072,81,48313,50737,52,55263,41865
62379,778,56000,76978,487,72697,96212,291,25729,43790
62378,394,54167,74872,237,99583,108074,157,20822,24013
62376,452,64286,80091,325,75417,89086,127,31806,49802
62375,275,76250,78023,191,94519,94165,84,36587,40917
62374,190,45385,48594,70,52000,58499,120,41250,42187
62373,118,36400,70051,62,69615,111905,56,21875,23713
62370,129,57232,68421,59,83021,83897,70,0,55376
62367,543,50855,54933,399,69271,59806,144,22344,39365
62366,591,50489,61996,403,62031,73369,188,26250,35889
62365,201,59792,77418,135,89940,94882,66,28750,32377
62363,2306,40635,60009,1368,68955,77268,938,23661,31797
62362,147,31750,44744,72,60000,63471,75,18906,26767
62361,116,48269,53032,95,49519,56342,21,40625,38057
62360,667,64042,77022,523,74375,83970,144,43095,47252
62359,55,0,81680,35,0,0,20,0,0
62358,214,62000,67643,165,65313,67943,49,0,63686
62357,144,48071,60991,70,48889,75601,74,47778,45374
62356,225,53542,74354,154,90345,94008,71,0,29989
62355,308,50000,74574,236,64091,88628,72,19375,27286
62354,543,49567,61317,427,53355,63982,116,32857,43612
62353,1421,56633,63520,799,76681,78380,622,38017,43033
62352,109,34063,48911,76,40000,53097,33,33438,38473
62351,704,70132,81183,533,85375,95466,171,28125,35552
