city,state,latitude,longitude,postcode,price,bedroom_number,bathroom_number,property_type
Chicago,IL,41.889313,-87.640755,60654,479000,2,2,CONDO
Chicago,IL,41.779835,-87.60323,60637,409900,5,3,CONDO
Chicago,IL,41.8943,-87.6422,60654,288900,1,2,CONDO
Rockford,IL,42.207985,-89.065445,61109,125000,2,2,CONDO
Chicago,IL,41.88941,-87.632935,60654,459000,2,2,CONDO
Chicago,IL,41.793736,-87.58206,60637,292000,2,2,CONDO
Chicago,IL,41.89267,-87.63016,60654,274000,1,1,CONDO
Chicago,IL,41.887913,-87.62902,60654,330000,1,1,CONDO
Chicago,IL,41.89506,-87.63082,60654,375000,2,2,CONDO
Chicago,IL,41.887913,-87.62902,60654,279000,1,1,CONDO
Chicago,IL,41.793736,-87.58206,60637,385000,4,3,CONDO
Chicago,IL,41.782143,-87.59109,60637,250000,3,3,CONDO
Chicago,IL,41.96719,-87.676575,60640,249900,2,1,CONDO
Chicago,IL,41.979927,-87.65439,60640,264900,2,2,CONDO
Chicago,IL,41.776146,-87.59697,60637,449900,4,2,CONDO
Chicago,IL,41.979725,-87.66519,60640,639000,3,2,CONDO
Chicago,IL,41.774815,-87.59352,60637,154999,2,1,CONDO
Chicago,IL,41.97215,-87.657684,60640,674900,3,3,CONDO
Chicago,IL,41.9758,-87.65678,60640,425000,4,3,CONDO
Chicago,IL,41.96608,-87.66455,60640,365000,3,2,CONDO
Chicago,IL,41.981037,-87.654495,60640,124900,1,1,CONDO
Chicago,IL,41.962162,-87.66974,60640,219000,2,1,CONDO
Chicago,IL,41.968384,-87.65583,60640,325000,2,2,CONDO
Chicago,IL,41.97187,-87.6523,60640,479000,3,3,CONDO
Chicago,IL,41.97288,-87.67621,60640,299000,2,1,CONDO
Chicago,IL,41.981037,-87.654495,60640,175000,1,1,CONDO
Chicago,IL,41.9693,-87.65742,60640,265000,2,2,CONDO
Chicago,IL,41.971165,-87.67221,60640,215900,1,1,CONDO
Chicago,IL,41.972656,-87.65812,60640,179000,1,1,CONDO
Chicago,IL,41.97282,-87.65189,60640,119000,1,1,CONDO
Chicago,IL,41.97549,-87.65537,60640,124999,1,1,CONDO
Chicago,IL,41.89137,-87.634415,60654,950000,2,3,CONDO
Chicago,IL,41.97458,-87.652054,60640,99900,1,1,CONDO
Chicago,IL,41.893597,-87.62843,60654,319000,1,1,CONDO
Chicago,IL,41.895927,-87.63199,60654,595000,2,2,CONDO
Chicago,IL,41.969868,-87.668076,60640,479900,2,2,CONDO
Chicago,IL,41.89186,-87.64059,60654,899900,2,2,CONDO
Chicago,IL,41.894947,-87.63303,60654,1900000,3,4,CONDO
Chicago,IL,,,60640,485000,3,2,CONDO
Chicago,IL,41.779274,-87.60008,60637,260000,2,2,CONDO
Chicago,IL,41.8943,-87.6422,60654,310000,1,2,CONDO
Chicago,IL,41.98145,-87.66564,60640,140000,1,1,CONDO
Chicago,IL,41.78329,-87.59835,60637,324000,3,2,CONDO
Chicago,IL,41.895775,-87.64222,60654,1195000,2,3,CONDO
Chicago,IL,41.962963,-87.65175,60640,799000,4,4,CONDO
Chicago,IL,41.894566,-87.63523,60654,299000,1,1,CONDO
Chicago,IL,41.981865,-87.65452,60640,179900,1,1,CONDO
Chicago,IL,41.89267,-87.63016,60654,299900,1,1,CONDO
Chicago,IL,41.783985,-87.597435,60637,188888,2,2,CONDO
Chicago,IL,41.89583,-87.63802,60654,1495000,3,3,CONDO
Chicago,IL,41.77959,-87.59418,60637,187500,2,2,CONDO
Chicago,IL,41.89618,-87.628815,60654,5850000,3,4,CONDO
Chicago,IL,41.97215,-87.657684,60640,699900,4,3,CONDO
Chicago,IL,41.89087,-87.63786,60654,664900,2,2,CONDO
Chicago,IL,41.97215,-87.657684,60640,649900,3,2,CONDO
Chicago,IL,41.887913,-87.62902,60654,225000,1,1,CONDO
Chicago,IL,41.98205,-87.65907,60640,210000,1,1,CONDO
Chicago,IL,,,60654,2700000,4,4,CONDO
Chicago,IL,41.895775,-87.64222,60654,769000,3,3,CONDO
Chicago,IL,41.96702,-87.661545,60640,214999,2,1,CONDO
Chicago,IL,41.894836,-87.64186,60654,749900,3,2,CONDO
Chicago,IL,41.97215,-87.657684,60640,549900,3,2,CONDO
Chicago,IL,41.887913,-87.62902,60654,194900,0,1,CONDO
Chicago,IL,41.961853,-87.66275,60640,250000,2,1,CONDO
Chicago,IL,41.93887,-87.72653,60618,339900,2,2,CONDO
Chicago,IL,41.89186,-87.64059,60654,990000,2,2,CONDO
Chicago,IL,41.89341,-87.640755,60654,425000,2,2,CONDO
Chicago,IL,41.793766,-87.58326,60637,127000,1,1,CONDO
Chicago,IL,41.895775,-87.64222,60654,75000,,,CONDO
Chicago,IL,41.89292,-87.641594,60654,540000,2,2,CONDO
Chicago,IL,41.888863,-87.63227,60654,449000,2,2,CONDO
Chicago,IL,41.89367,-87.63865,60654,509000,2,2,CONDO
Chicago,IL,41.79354,-87.59418,60637,169000,1,1,CONDO
Chicago,IL,41.88941,-87.632935,60654,529900,2,2,CONDO
Chicago,IL,41.887913,-87.62902,60654,315000,1,1,CONDO
Chicago,IL,41.93887,-87.72653,60618,354900,3,2,CONDO
Chicago,IL,41.774815,-87.59352,60637,209000,3,2,CONDO
Chicago,IL,41.88941,-87.632935,60654,315000,1,1,CONDO
Chicago,IL,41.89506,-87.63082,60654,275000,1,1,CONDO
Chicago,IL,,,60637,165000,2,1,CONDO
Chicago,IL,41.89618,-87.628815,60654,3700000,3,3,CONDO
Chicago,IL,41.779587,-87.59418,60637,142000,1,1,CONDO
Chicago,IL,41.894096,-87.63303,60654,2500000,4,4,CONDO
Chicago,IL,41.894096,-87.63303,60654,2000000,3,3,CONDO
Chicago,IL,41.895775,-87.64222,60654,1499000,2,3,CONDO
Chicago,IL,41.793785,-87.6213,60637,159900,4,2,CONDO
Chicago,IL,41.892975,-87.63966,60654,385000,2,2,CONDO
Chicago,IL,41.893085,-87.6293,60654,749900,3,3,CONDO
Chicago,IL,41.894566,-87.63523,60654,305000,1,1,CONDO
Chicago,IL,41.89204,-87.634476,60654,324900,1,1,CONDO
Chicago,IL,41.89367,-87.63865,60654,350000,1,1,CONDO
Chicago,IL,41.894367,-87.64183,60654,4995000,4,5,CONDO
Chicago,IL,,,60640,280000,2,2,CONDO
Chicago,IL,41.79421,-87.59774,60637,164500,2,1,CONDO
Chicago,IL,41.970177,-87.66994,60640,219900,2,1,CONDO
Chicago,IL,41.981865,-87.65452,60640,139500,1,1,CONDO
Chicago,IL,41.942596,-87.71959,60618,179000,3,1,CONDO
Chicago,IL,41.962967,-87.66412,60640,274900,2,1,CONDO
Chicago,IL,41.982327,-87.65558,60640,349900,3,2,CONDO
Chicago,IL,41.979927,-87.65439,60640,134900,1,1,CONDO
Chicago,IL,41.96225,-87.659256,60640,415000,3,2,CONDO
Chicago,IL,41.97282,-87.65189,60640,129900,1,1,CONDO
Chicago,IL,41.97558,-87.65257,60640,249900,2,2,CONDO
Chicago,IL,41.979927,-87.65439,60640,124900,0,1,CONDO
Chicago,IL,41.97273,-87.65161,60640,129000,1,1,CONDO
Chicago,IL,41.971874,-87.65197,60640,105000,1,1,CONDO
Chicago,IL,41.968376,-87.67147,60640,149900,2,1,CONDO
Chicago,IL,41.970318,-87.65219,60640,159900,1,1,CONDO
Chicago,IL,41.972218,-87.65319,60640,460000,3,2,CONDO
Chicago,IL,41.9748,-87.65221,60640,114999,1,1,CONDO
Chicago,IL,41.962162,-87.66974,60640,209900,2,1,CONDO
Chicago,IL,41.9783,-87.6672,60640,275000,1,1,CONDO
Chicago,IL,41.978848,-87.65608,60640,249900,2,1,CONDO
Chicago,IL,41.98215,-87.65737,60640,114000,1,1,CONDO
Chicago,IL,41.97558,-87.65257,60640,289900,2,2,CONDO
Chicago,IL,41.981865,-87.65452,60640,179900,1,1,CONDO
Chicago,IL,41.97558,-87.65257,60640,269900,2,2,CONDO
Chicago,IL,41.97215,-87.657684,60640,649900,3,2,CONDO
Chicago,IL,41.89354,-87.64122,60654,600000,3,3,CONDO
Chicago,IL,41.97282,-87.65189,60640,109900,1,1,CONDO
Chicago,IL,41.894367,-87.64183,60654,1625000,3,3,CONDO
Chicago,IL,41.974064,-87.65338,60640,350000,2,2,CONDO
Chicago,IL,41.888863,-87.63227,60654,799000,3,3,CONDO
Chicago,IL,41.888863,-87.63227,60654,324000,1,1,CONDO
Chicago,IL,41.966175,-87.65111,60640,464900,3,3,CONDO
Chicago,IL,41.89618,-87.628815,60654,3850000,3,3,CONDO
Chicago,IL,41.9748,-87.65221,60640,99500,1,1,CONDO
Chicago,IL,41.89618,-87.628815,60654,1750000,1,2,CONDO
Chicago,IL,41.78765,-87.61952,60637,160001,3,2,CONDO
Chicago,IL,41.979927,-87.65439,60640,149900,1,1,CONDO
Chicago,IL,41.89367,-87.63865,60654,449900,2,2,CONDO
Chicago,IL,41.97282,-87.65189,60640,109000,1,1,CONDO
Chicago,IL,41.89618,-87.628815,60654,2250000,2,3,CONDO
Chicago,IL,41.9748,-87.65221,60640,104900,1,1,CONDO
Chicago,IL,41.892124,-87.63606,60654,30000,,,CONDO
Chicago,IL,41.979927,-87.65439,60640,129900,1,1,CONDO
Chicago,IL,41.887913,-87.62902,60654,234900,1,1,CONDO
Chicago,IL,41.97558,-87.65257,60640,249900,2,2,CONDO
Chicago,IL,41.890533,-87.63485,60654,745000,2,2,CONDO
Chicago,IL,41.97558,-87.65257,60640,150000,2,2,CONDO
Chicago,IL,41.772118,-87.59064,60637,215000,4,2,CONDO
Chicago,IL,41.979282,-87.65534,60640,166000,1,1,CONDO
Chicago,IL,41.89618,-87.628815,60654,2350000,2,3,CONDO
Chicago,IL,41.9824,-87.65454,60640,169000,1,1,CONDO
Chicago,IL,41.894836,-87.64186,60654,30000,,,CONDO
Chicago,IL,41.793736,-87.58206,60637,369900,4,3,CONDO
Chicago,IL,41.968185,-87.67387,60640,249000,1,1,CONDO
Chicago,IL,41.893597,-87.62843,60654,1950000,4,3,CONDO
Chicago,IL,41.887913,-87.62902,60654,245000,1,1,CONDO
Chicago,IL,41.89212,-87.63604,60654,1200000,3,3,CONDO
Chicago,IL,41.89618,-87.628815,60654,3800000,2,3,CONDO
Chicago,IL,41.77212,-87.59064,60637,235000,4,2,CONDO
Chicago,IL,41.943478,-87.75162,60641,92900,2,1,CONDO
Chicago,IL,41.890533,-87.63485,60654,850000,3,2,CONDO
Chicago,IL,41.893085,-87.6293,60654,439000,2,2,CONDO
Chicago,IL,41.887913,-87.62902,60654,289500,1,1,CONDO
Chicago,IL,41.89618,-87.628815,60654,2950000,2,3,CONDO
Chicago,IL,41.88941,-87.632935,60654,299900,1,1,CONDO
Chicago,IL,41.88941,-87.632935,60654,289900,1,1,CONDO
Chicago,IL,41.89618,-87.628815,60654,4395000,3,4,CONDO
Chicago,IL,41.933327,-87.72667,60641,324900,3,2,CONDO
Chicago,IL,41.89618,-87.628815,60654,2900000,3,3,CONDO
Chicago,IL,41.945293,-87.72028,60618,189000,2,1,CONDO
Chicago,IL,41.89618,-87.628815,60654,2450000,2,3,CONDO
Chicago,IL,41.896225,-87.62898,60654,3500000,2,3,CONDO
Chicago,IL,41.89596,-87.628815,60654,3200000,2,2,CONDO
Chicago,IL,41.89618,-87.628815,60654,2225000,2,3,CONDO
Chicago,IL,41.89425,-87.63326,60654,2500000,4,4,CONDO
Chicago,IL,41.89596,-87.628815,60654,5300000,3,4,CONDO
Chicago,IL,41.896225,-87.62898,60654,5500000,3,4,CONDO
Chicago,IL,41.896225,-87.62898,60654,2650000,2,3,CONDO
Chicago,IL,41.896225,-87.62898,60654,2600000,2,2,CONDO
Chicago,IL,41.896225,-87.62898,60654,4900000,3,4,CONDO
Chicago,IL,41.89618,-87.628815,60654,3300000,3,3,CONDO
Chicago,IL,41.95175,-87.722305,60618,315000,2,2,CONDO
Chicago,IL,41.746094,-87.65881,60620,429900,6,2,CONDO
Chicago,IL,41.87708,-87.65062,60607,499000,2,2,CONDO
Chicago,IL,41.881573,-87.65135,60607,524900,2,2,CONDO
Chicago,IL,41.87953,-87.6524,60607,544900,2,2,CONDO
Chicago,IL,,,60608,485000,2,2,CONDO
Chicago,IL,41.876274,-87.65037,60607,500000,3,2,CONDO
Chicago,IL,41.881718,-87.66405,60607,1200000,3,3,CONDO
Chicago,IL,41.86228,-87.65276,60608,259000,2,1,CONDO
Chicago,IL,41.862244,-87.655365,60608,319900,2,1,CONDO
Chicago,IL,41.87962,-87.6518,60607,469000,2,2,CONDO
Chicago,IL,41.88064,-87.65141,60607,310000,1,1,CONDO
Chicago,IL,41.874725,-87.68589,60612,260000,2,2,CONDO
Chicago,IL,41.86228,-87.65276,60608,524900,3,2,CONDO
Chicago,IL,41.88453,-87.683624,60612,229000,2,2,CONDO
Chicago,IL,41.88453,-87.683624,60612,237000,2,2,CONDO
Chicago,IL,41.8781,-87.6799,60612,430000,3,2,CONDO
Chicago,IL,41.8781,-87.6799,60612,550000,4,3,CONDO
Chicago,IL,41.87922,-87.65328,60607,300000,1,1,CONDO
Chicago,IL,41.88064,-87.65141,60607,340000,1,1,CONDO
Chicago,IL,41.86228,-87.65276,60608,459900,3,2,CONDO
Chicago,IL,41.86189,-87.65314,60608,305000,2,2,CONDO
Chicago,IL,41.876827,-87.65835,60607,269900,2,1,CONDO
Chicago,IL,41.880108,-87.65361,60607,610000,2,2,CONDO
Chicago,IL,41.880093,-87.65372,60607,1024900,3,3,CONDO
Chicago,IL,41.88285,-87.650314,60607,750000,2,2,CONDO
Chicago,IL,41.85541,-87.65186,60608,569000,3,3,CONDO
Chicago,IL,41.87363,-87.68599,60612,250000,2,2,CONDO
Chicago,IL,41.94491,-87.72044,60618,650000,4,3,CONDO
Chicago,IL,41.855484,-87.652695,60608,490000,2,2,CONDO
Chicago,IL,41.86134,-87.65165,60608,215000,2,1,CONDO
Chicago,IL,41.87922,-87.65328,60607,300000,1,1,CONDO
Chicago,IL,41.882977,-87.65909,60607,489000,2,2,CONDO
Chicago,IL,41.86228,-87.65276,60608,282499,2,1,CONDO
Chicago,IL,41.89461,-87.64075,60654,25000,,,CONDO
Chicago,IL,41.860477,-87.65916,60608,264999,2,1,CONDO
Chicago,IL,41.893597,-87.62843,60654,24900,,,CONDO
Chicago,IL,41.8943,-87.6422,60654,29900,,,CONDO
Chicago,IL,41.879856,-87.667114,60612,235000,1,1,CONDO
Chicago,IL,41.868534,-87.68465,60612,222000,2,2,CONDO
Chicago,IL,41.87753,-87.65266,60607,399900,2,2,CONDO
Chicago,IL,41.971397,-87.65096,60640,99900,0,1,CONDO
Chicago,IL,41.97273,-87.65161,60640,100000,1,1,CONDO
Chicago,IL,41.881435,-87.65026,60607,350000,1,1,CONDO
Chicago,IL,41.96613,-87.65355,60640,380000,3,2,CONDO
Chicago,IL,41.87626,-87.65034,60607,350000,1,1,CONDO
Chicago,IL,41.877296,-87.65655,60607,1277900,4,4,CONDO
Chicago,IL,41.96998,-87.65666,60640,385000,3,2,CONDO
Chicago,IL,,,60607,1014900,3,3,CONDO
Chicago,IL,41.980232,-87.656906,60640,320000,3,2,CONDO
Chicago,IL,41.964275,-87.67565,60640,675000,4,3,CONDO
Chicago,IL,41.964275,-87.67565,60640,675000,3,3,CONDO
Chicago,IL,41.964275,-87.67565,60640,650000,3,3,CONDO
Chicago,IL,41.97003,-87.66016,60640,30000,,,CONDO
Chicago,IL,41.87146,-87.65698,60607,343000,2,2,CONDO
Chicago,IL,41.97273,-87.65161,60640,135000,1,1,CONDO
Chicago,IL,41.878426,-87.657425,60607,400000,2,2,CONDO
Chicago,IL,41.97558,-87.65257,60640,211000,2,2,CONDO
Chicago,IL,,,60607,989900,3,3,CONDO
Chicago,IL,41.78568,-87.70368,60629,75000,2,2,CONDO
Chicago,IL,41.97558,-87.65257,60640,194500,2,2,CONDO
Chicago,IL,41.96592,-87.670494,60640,130000,1,1,CONDO
Chicago,IL,41.88024,-87.680534,60612,265000,2,2,CONDO
Chicago,IL,41.968525,-87.65142,60640,169000,1,1,CONDO
Chicago,IL,41.880478,-87.66518,60607,230000,1,1,CONDO
Chicago,IL,41.878124,-87.65034,60607,407200,2,2,CONDO
Chicago,IL,41.877296,-87.65655,60607,1260900,4,4,CONDO
Chicago,IL,41.87922,-87.65328,60607,440000,2,2,CONDO
Chicago,IL,41.879402,-87.682434,60612,489000,3,2,CONDO
Chicago,IL,41.881718,-87.66405,60607,1090000,3,3,CONDO
Chicago,IL,41.868324,-87.66116,60607,369000,2,2,CONDO
Chicago,IL,,,60608,489900,3,2,CONDO
Chicago,IL,41.883347,-87.65007,60607,2350000,4,5,CONDO
Chicago,IL,41.883347,-87.65007,60607,2550000,4,5,CONDO
Chicago,IL,41.853413,-87.67225,60608,419900,3,2,CONDO
Chicago,IL,41.853413,-87.67225,60608,389900,3,2,CONDO
Chicago,IL,41.883347,-87.65007,60607,2250000,4,5,CONDO
Chicago,IL,41.880478,-87.66518,60607,275000,1,1,CONDO
Chicago,IL,41.861378,-87.6525,60608,359999,2,2,CONDO
Chicago,IL,41.88066,-87.65226,60607,1160000,3,3,CONDO
Chicago,IL,41.86228,-87.65276,60608,349999,2,2,CONDO
Chicago,IL,41.87945,-87.65502,60607,1025000,3,3,CONDO
Chicago,IL,41.87922,-87.65328,60607,479900,2,2,CONDO
Chicago,IL,41.879856,-87.667114,60612,325000,2,2,CONDO
Chicago,IL,42.010975,-87.683044,60645,165900,2,2,CONDO
Chicago,IL,42.014378,-87.68288,60645,150000,2,2,CONDO
Chicago,IL,42.006214,-87.68354,60645,124900,2,1,CONDO
Chicago,IL,41.946026,-87.73235,60641,169500,2,1,CONDO
Chicago,IL,42.01108,-87.69121,60645,120000,2,1,CONDO
Chicago,IL,,,60645,75000,1,1,CONDO
Chicago,IL,42.00893,-87.70904,60645,215000,3,2,CONDO
Chicago,IL,41.999935,-87.68206,60645,249000,2,2,CONDO
Chicago,IL,42.00893,-87.70904,60645,299000,4,2,CONDO
Chicago,IL,41.951534,-87.730316,60641,170000,1,1,CONDO
Chicago,IL,42.01093,-87.70803,60645,189900,2,2,CONDO
Chicago,IL,41.922222,-87.775314,60639,234900,2,2,CONDO
Chicago,IL,42.005524,-87.70855,60645,245900,2,2,CONDO
Chicago,IL,42.00411,-87.68119,60645,160000,3,1,CONDO
Chicago,IL,41.99931,-87.68647,60645,179900,2,2,CONDO
Chicago,IL,42.00654,-87.68828,60645,179900,2,1,CONDO
Chicago,IL,41.9988,-87.69445,60645,310000,3,2,CONDO
Chicago,IL,42.009186,-87.7067,60645,120000,1,1,CONDO
Chicago,IL,42.00604,-87.683136,60645,329900,3,2,CONDO
Chicago,IL,42.010994,-87.695854,60645,141000,1,1,CONDO
Chicago,IL,42.005962,-87.687325,60645,105900,1,1,CONDO
Chicago,IL,42.001072,-87.69764,60645,185000,2,2,CONDO
Chicago,IL,42.010754,-87.68297,60645,164000,2,2,CONDO
Chicago,IL,41.93021,-87.75858,60639,169900,2,1,CONDO
Chicago,IL,42.0066,-87.68629,60645,129900,2,1,CONDO
Chicago,IL,42.010094,-87.69564,60645,169000,2,1,CONDO
Chicago,IL,42.01093,-87.70803,60645,105000,1,1,CONDO
Chicago,IL,42.0187,-87.68528,60645,189000,2,2,CONDO
Chicago,IL,42.011486,-87.6971,60645,95000,1,1,CONDO
Chicago,IL,42.015373,-87.6849,60645,245000,3,2,CONDO
Chicago,IL,42.01093,-87.70803,60645,99800,1,1,CONDO
Chicago,IL,42.007515,-87.68712,60645,429900,4,3,CONDO
Chicago,IL,41.93409,-87.72704,60641,1375000,,,CONDO
Chicago,IL,42.00893,-87.70904,60645,116000,1,1,CONDO
Chicago,IL,41.99974,-87.70058,60645,124900,1,1,CONDO
Chicago,IL,42.014507,-87.68531,60645,110000,1,1,CONDO
Chicago,IL,42.005703,-87.70019,60645,168900,2,2,CONDO
Chicago,IL,42.005524,-87.70855,60645,182000,2,2,CONDO
Chicago,IL,41.99773,-87.70486,60645,184900,2,2,CONDO
Chicago,IL,42.00893,-87.70904,60645,110000,1,1,CONDO
Chicago,IL,41.999397,-87.683105,60645,174900,2,1,CONDO
Chicago,IL,42.016804,-87.6879,60645,179900,2,2,CONDO
Chicago,IL,42.01093,-87.70803,60645,245000,2,2,CONDO
Chicago,IL,42.008762,-87.69775,60645,127900,1,1,CONDO
Chicago,IL,41.922634,-87.750435,60639,129000,,,CONDO
Chicago,IL,42.016808,-87.68234,60645,209000,2,1,CONDO
Chicago,IL,41.951534,-87.730316,60641,245000,3,2,CONDO
Chicago,IL,,,60645,700000,7,4,CONDO
Chicago,IL,42.009216,-87.695274,60645,259250,3,3,CONDO
Chicago,IL,41.951534,-87.730316,60641,250000,3,2,CONDO
Chicago,IL,42.01853,-87.680084,60645,149900,2,1,CONDO
Chicago,IL,42.012566,-87.69295,60645,159000,2,1,CONDO
Chicago,IL,41.92483,-87.75396,60639,175000,3,2,CONDO
Chicago,IL,41.999336,-87.686516,60645,179900,2,2,CONDO
Chicago,IL,41.999893,-87.684654,60645,299000,2,2,CONDO
Chicago,IL,41.789272,-87.73739,60629,150000,2,1,CONDO
Chicago,IL,42.009964,-87.69108,60645,139900,1,1,CONDO
Chicago,IL,41.78804,-87.737366,60629,119800,2,1,CONDO
Chicago,IL,42.00893,-87.70904,60645,165000,2,2,CONDO
Chicago,IL,42.013645,-87.68792,60645,299000,3,2,CONDO
Chicago,IL,42.00696,-87.6863,60645,139900,2,1,CONDO
Chicago,IL,42.00601,-87.6847,60645,130000,2,1,CONDO
Chicago,IL,42.009186,-87.7067,60645,95000,1,1,CONDO
Chicago,IL,41.79079,-87.73742,60629,149900,3,2,CONDO
Chicago,IL,41.808174,-87.72042,60632,88500,1,1,CONDO
Chicago,IL,41.93878,-87.73061,60641,272000,2,1,CONDO
Chicago,IL,41.99944,-87.680435,60645,129000,2,1,CONDO
Chicago,IL,42.00893,-87.70904,60645,179900,3,2,CONDO
Chicago,IL,42.00798,-87.686584,60645,164900,2,2,CONDO
Chicago,IL,42.005978,-87.68659,60645,295000,2,2,CONDO
Chicago,IL,42.011486,-87.6971,60645,179000,2,1,CONDO
Chicago,IL,42.0126,-87.68716,60645,299900,3,3,CONDO
Chicago,IL,42.00062,-87.682304,60645,159900,3,1,CONDO
Chicago,IL,42.007984,-87.70882,60645,120000,1,1,CONDO
Chicago,IL,42.014336,-87.68424,60645,99900,1,1,CONDO
Chicago,IL,42.01071,-87.69138,60645,89900,1,1,CONDO
Chicago,IL,41.998444,-87.70247,60645,122900,1,1,CONDO
Chicago,IL,42.009186,-87.7067,60645,179999,2,2,CONDO
Chicago,IL,42.00696,-87.6863,60645,139900,2,1,CONDO
Chicago,IL,42.01093,-87.70803,60645,124900,1,1,CONDO
Chicago,IL,42.005924,-87.68923,60645,99000,1,1,CONDO
Chicago,IL,41.999428,-87.68115,60645,147000,2,1,CONDO
Chicago,IL,42.0066,-87.68629,60645,134900,2,1,CONDO
Chicago,IL,41.80039,-87.68701,60632,264900,4,2,CONDO
Chicago,IL,42.00874,-87.698715,60645,194900,2,1,CONDO
Chicago,IL,42.016068,-87.68787,60645,138500,2,1,CONDO
Chicago,IL,42.01847,-87.6808,60645,185000,2,2,CONDO
Chicago,IL,41.92409,-87.776695,60639,139900,2,1,CONDO
Chicago,IL,41.99969,-87.70371,60645,115000,1,1,CONDO
Chicago,IL,42.01531,-87.682625,60645,155000,2,1,CONDO
Chicago,IL,42.014336,-87.6829,60645,126900,2,2,CONDO
Chicago,IL,41.93901,-87.71605,60618,199900,2,2,CONDO
Chicago,IL,41.99915,-87.702484,60645,130000,2,1,CONDO
Chicago,IL,42.016663,-87.68789,60645,144500,2,1,CONDO
Chicago,IL,42.01093,-87.70803,60645,264000,2,2,CONDO
Chicago,IL,42.005756,-87.680885,60645,200000,3,2,CONDO
Chicago,IL,42.011833,-87.698616,60645,189000,2,2,CONDO
Chicago,IL,,,60618,469999,3,2,CONDO
Chicago,IL,,,60618,469999,3,2,CONDO
Chicago,IL,,,60618,589999,5,3,CONDO
Chicago,IL,,,60618,589999,5,3,CONDO
Chicago,IL,42.01042,-87.68095,60645,135000,1,1,CONDO
Chicago,IL,42.007984,-87.70882,60645,129900,1,1,CONDO
Chicago,IL,42.01318,-87.68294,60645,149000,2,1,CONDO
Chicago,IL,42.000206,-87.70251,60645,340000,3,3,CONDO
Chicago,IL,41.946266,-87.75669,60641,135000,2,1,CONDO
Chicago,IL,42.01093,-87.70803,60645,160000,1,1,CONDO
Chicago,IL,42.018803,-87.68687,60645,115000,1,1,CONDO
Chicago,IL,41.99974,-87.70058,60645,179900,2,1,CONDO
Chicago,IL,41.999752,-87.70056,60645,139900,1,1,CONDO
Chicago,IL,41.79691,-87.70374,60632,89500,2,1,CONDO
Chicago,IL,41.94294,-87.72572,60618,174999,2,1,CONDO
Chicago,IL,41.79628,-87.734634,60632,95000,2,2,CONDO
Chicago,IL,41.79615,-87.73461,60632,95000,2,2,CONDO
Chicago,IL,41.79628,-87.734634,60632,75000,1,1,CONDO
Chicago,IL,41.79628,-87.734634,60632,95000,2,2,CONDO
Chicago,IL,41.79621,-87.73463,60632,100000,2,2,CONDO
Chicago,IL,41.775253,-87.7906,60638,90000,1,1,CONDO
Chicago,IL,41.79621,-87.73463,60632,100000,2,2,CONDO
Chicago,IL,41.79621,-87.73463,60632,80000,2,1,CONDO
Chicago,IL,41.95002,-87.714386,60618,234000,2,1,CONDO
Chicago,IL,41.95002,-87.714386,60618,234000,2,1,CONDO
Chicago,IL,41.93925,-87.73227,60641,549900,4,4,CONDO
Chicago,IL,41.93925,-87.73227,60641,489000,3,2,CONDO
Chicago,IL,41.774403,-87.7808,60638,150000,2,1,CONDO
Chicago,IL,41.77478,-87.7758,60638,152900,2,1,CONDO
Chicago,IL,41.95002,-87.714386,60618,144000,1,1,CONDO
Chicago,IL,41.95002,-87.714386,60618,199000,1,1,CONDO
Chicago,IL,41.798466,-87.74634,60638,199800,3,2,CONDO
Chicago,IL,41.948883,-87.739265,60641,160000,2,1,CONDO
Chicago,IL,41.87113,-87.71932,60624,118000,4,2,CONDO
Chicago,IL,41.881557,-87.71028,60624,179500,3,2,CONDO
Chicago,IL,41.775097,-87.788124,60638,100000,2,2,CONDO
Chicago,IL,41.946266,-87.75669,60641,129900,2,1,CONDO
Chicago,IL,41.776268,-87.754105,60638,189900,3,2,CONDO
Chicago,IL,41.876495,-87.65102,60607,369000,2,2,CONDO
Chicago,IL,,,60607,1300000,2,2,CONDO
Chicago,IL,41.877705,-87.65702,60607,937900,3,3,CONDO
Chicago,IL,41.88613,-87.65391,60607,400000,2,2,CONDO
Chicago,IL,41.873566,-87.662025,60607,289000,3,2,CONDO
Chicago,IL,41.871365,-87.65257,60607,385000,3,2,CONDO
Chicago,IL,41.77511,-87.78746,60638,145000,2,1,CONDO
Chicago,IL,41.88246,-87.65555,60607,3199000,4,5,CONDO
Chicago,IL,41.878895,-87.683624,60612,169000,2,2,CONDO
Chicago,IL,41.876442,-87.65861,60607,255000,1,1,CONDO
Chicago,IL,41.86134,-87.65165,60608,349999,2,2,CONDO
Chicago,IL,41.88149,-87.681526,60612,339900,2,2,CONDO
Chicago,IL,41.880478,-87.66518,60607,375000,2,1,CONDO
Chicago,IL,41.96011,-87.73308,60641,160000,1,1,CONDO
Chicago,IL,41.87922,-87.65328,60607,449000,2,2,CONDO
Chicago,IL,41.879314,-87.68391,60612,475000,3,3,CONDO
Chicago,IL,41.959248,-87.73052,60641,199000,2,1,CONDO
Chicago,IL,41.861317,-87.65531,60608,224900,1,1,CONDO
Chicago,IL,41.87962,-87.6518,60607,550000,2,2,CONDO
Chicago,IL,41.958393,-87.72982,60641,139900,1,1,CONDO
